wl,Ag_k,PDMS_k
9.66,66.843571,0.48985714
9.67,66.910000,0.49100000
9.68,66.974000,0.49162500
9.69,67.038000,0.49225000
9.70,67.102000,0.49287500
9.71,67.166000,0.49350000
9.72,67.230000,0.49412500
9.73,67.294000,0.49475000
9.74,67.358000,0.49537500
9.75,67.422000,0.49600000
9.76,67.486000,0.48985714
9.77,67.550000,0.48371429
9.78,67.614000,0.47757143
9.79,67.678000,0.47142857
9.80,67.742000,0.46528571
9.81,67.806000,0.45914286
9.82,67.870000,0.45300000
9.83,67.935333,0.43600000
9.84,68.000667,0.41900000
9.85,68.066000,0.40200000
9.86,68.131333,0.38500000
9.87,68.196667,0.36800000
9.88,68.262000,0.35100000
9.89,68.327333,0.33400000
9.90,68.392667,0.31650000
9.91,68.458000,0.29900000
9.92,68.523333,0.28150000
9.93,68.588667,0.26400000
9.94,68.654000,0.24650000
9.95,68.719333,0.22900000
9.96,68.784667,0.21150000
9.97,68.850000,0.19400000
9.98,68.913125,0.18300000
9.99,68.976250,0.17200000
10.00,69.039375,0.16100000
10.01,69.102500,0.15000000
10.02,69.165625,0.13900000
10.03,69.228750,0.12800000
10.04,69.291875,0.11700000
10.05,69.355000,0.10600000
10.06,69.418125,0.10068750
10.07,69.481250,0.09537500
10.08,69.544375,0.09006250
10.09,69.607500,0.08475000
10.10,69.670625,0.07943750
10.11,69.733750,0.07412500
10.12,69.796875,0.06881250
10.13,69.860000,0.06350000
10.14,69.925000,0.06082500
10.15,69.990000,0.05815000
10.16,70.055000,0.05547500
10.17,70.120000,0.05280000
10.18,70.185000,0.05012500
10.19,70.250000,0.04745000
10.20,70.315000,0.04477500
10.21,70.380000,0.04210000
10.22,70.445000,0.04073750
10.23,70.510000,0.03937500
10.24,70.575000,0.03801250
10.25,70.640000,0.03665000
10.26,70.705000,0.03528750
10.27,70.770000,0.03392500
10.28,70.835000,0.03256250
10.29,70.900000,0.03120000
10.30,70.966875,0.03045000
10.31,71.033750,0.02970000
10.32,71.100625,0.02895000
10.33,71.167500,0.02820000
10.34,71.234375,0.02745000
10.35,71.301250,0.02670000
10.36,71.368125,0.02595000
10.37,71.435000,0.02520000
10.38,71.501875,0.02465000
10.39,71.568750,0.02410000
10.40,71.635625,0.02355000
10.41,71.702500,0.02300000
10.42,71.769375,0.02245000
10.43,71.836250,0.02190000
10.44,71.903125,0.02135000
10.45,71.970000,0.02080000
10.46,72.034706,0.02052222
10.47,72.099412,0.02024444
10.48,72.164118,0.01996667
10.49,72.228824,0.01968889
10.50,72.293529,0.01941111
10.51,72.358235,0.01913333
10.52,72.422941,0.01885556
10.53,72.487647,0.01857778
10.54,72.552353,0.01830000
10.55,72.617059,0.01827500
10.56,72.681765,0.01825000
10.57,72.746471,0.01822500
10.58,72.811176,0.01820000
10.59,72.875882,0.01817500
10.60,72.940588,0.01815000
10.61,73.005294,0.01812500
10.62,73.070000,0.01810000
10.63,73.133333,0.01811111
10.64,73.196667,0.01812222
10.65,73.260000,0.01813333
10.66,73.323333,0.01814444
10.67,73.386667,0.01815556
10.68,73.450000,0.01816667
10.69,73.513333,0.01817778
10.70,73.576667,0.01818889
10.71,73.640000,0.01820000
10.72,73.703333,0.01855556
10.73,73.766667,0.01891111
10.74,73.830000,0.01926667
10.75,73.893333,0.01962222
10.76,73.956667,0.01997778
10.77,74.020000,0.02033333
10.78,74.083333,0.02068889
10.79,74.146667,0.02104444
10.80,74.210000,0.02140000
10.81,74.275000,0.02250000
10.82,74.340000,0.02360000
10.83,74.405000,0.02470000
10.84,74.470000,0.02580000
10.85,74.535000,0.02690000
10.86,74.600000,0.02800000
10.87,74.665000,0.02910000
10.88,74.730000,0.03020000
10.89,74.795000,0.03130000
10.90,74.860000,0.03227778
10.91,74.925000,0.03325556
10.92,74.990000,0.03423333
10.93,75.055000,0.03521111
10.94,75.120000,0.03618889
10.95,75.185000,0.03716667
10.96,75.250000,0.03814444
10.97,75.315000,0.03912222
10.98,75.380000,0.04010000
10.99,75.443158,0.04022000
11.00,75.506316,0.04034000
11.01,75.569474,0.04046000
11.02,75.632632,0.04058000
11.03,75.695789,0.04070000
11.04,75.758947,0.04082000
11.05,75.822105,0.04094000
11.06,75.885263,0.04106000
11.07,75.948421,0.04118000
11.08,76.011579,0.04130000
11.09,76.074737,0.04188889
11.10,76.137895,0.04247778
11.11,76.201053,0.04306667
11.12,76.264211,0.04365556
11.13,76.327368,0.04424444
11.14,76.390526,0.04483333
11.15,76.453684,0.04542222
11.16,76.516842,0.04601111
11.17,76.580000,0.04660000
11.18,76.642500,0.04869000
11.19,76.705000,0.05078000
11.20,76.767500,0.05287000
11.21,76.830000,0.05496000
11.22,76.892500,0.05705000
11.23,76.955000,0.05914000
11.24,77.017500,0.06123000
11.25,77.080000,0.06332000
11.26,77.142500,0.06541000
11.27,77.205000,0.06750000
11.28,77.267500,0.07195000
11.29,77.330000,0.07640000
11.30,77.392500,0.08085000
11.31,77.455000,0.08530000
11.32,77.517500,0.08975000
11.33,77.580000,0.09420000
11.34,77.642500,0.09865000
11.35,77.705000,0.10310000
11.36,77.767500,0.10755000
11.37,77.830000,0.11200000
11.38,77.894000,0.11750000
11.39,77.958000,0.12300000
11.40,78.022000,0.12850000
11.41,78.086000,0.13400000
11.42,78.150000,0.13950000
11.43,78.214000,0.14500000
11.44,78.278000,0.15050000
11.45,78.342000,0.15600000
11.46,78.406000,0.16150000
11.47,78.470000,0.16700000
11.48,78.534000,0.16960000
11.49,78.598000,0.17220000
11.50,78.662000,0.17480000
11.51,78.726000,0.17740000
11.52,78.790000,0.18000000
11.53,78.854000,0.18260000
11.54,78.918000,0.18520000
11.55,78.982000,0.18780000
11.56,79.046000,0.19040000
11.57,79.110000,0.19300000
11.58,79.172857,0.19381818
11.59,79.235714,0.19463636
11.60,79.298571,0.19545455
11.61,79.361429,0.19627273
11.62,79.424286,0.19709091
11.63,79.487143,0.19790909
11.64,79.550000,0.19872727
11.65,79.612857,0.19954545
11.66,79.675714,0.20036364
11.67,79.738571,0.20118182
11.68,79.801429,0.20200000
11.69,79.864286,0.20400000
11.70,79.927143,0.20600000
11.71,79.990000,0.20800000
11.72,80.052857,0.21000000
11.73,80.115714,0.21200000
11.74,80.178571,0.21400000
11.75,80.241429,0.21600000
11.76,80.304286,0.21800000
11.77,80.367143,0.22000000
11.78,80.430000,0.22200000
11.79,80.492273,0.22245455
11.80,80.554545,0.22290909
11.81,80.616818,0.22336364
11.82,80.679091,0.22381818
11.83,80.741364,0.22427273
11.84,80.803636,0.22472727
11.85,80.865909,0.22518182
11.86,80.928182,0.22563636
11.87,80.990455,0.22609091
11.88,81.052727,0.22654545
11.89,81.115000,0.22700000
11.90,81.177273,0.22854545
11.91,81.239545,0.23009091
11.92,81.301818,0.23163636
11.93,81.364091,0.23318182
11.94,81.426364,0.23472727
11.95,81.488636,0.23627273
11.96,81.550909,0.23781818
11.97,81.613182,0.23936364
11.98,81.675455,0.24090909
11.99,81.737727,0.24245455
12.00,81.800000,0.24400000
12.01,81.861304,0.25300000
12.02,81.922609,0.26200000
12.03,81.983913,0.27100000
12.04,82.045217,0.28000000
12.05,82.106522,0.28900000
12.06,82.167826,0.29800000
12.07,82.229130,0.30700000
12.08,82.290435,0.31600000
12.09,82.351739,0.32500000
12.10,82.413043,0.33400000
12.11,82.474348,0.34300000
12.12,82.535652,0.35516667
12.13,82.596957,0.36733333
12.14,82.658261,0.37950000
12.15,82.719565,0.39166667
12.16,82.780870,0.40383333
12.17,82.842174,0.41600000
12.18,82.903478,0.42816667
12.19,82.964783,0.44033333
12.20,83.026087,0.45250000
12.21,83.087391,0.46466667
12.22,83.148696,0.47683333
12.23,83.210000,0.48900000
12.24,83.273478,0.50158333
12.25,83.336957,0.51416667
12.26,83.400435,0.52675000
12.27,83.463913,0.53933333
12.28,83.527391,0.55191667
12.29,83.590870,0.56450000
12.30,83.654348,0.57708333
12.31,83.717826,0.58966667
12.32,83.781304,0.60225000
12.33,83.844783,0.61483333
12.34,83.908261,0.62741667
12.35,83.971739,0.64000000
12.36,84.035217,0.64736364
12.37,84.098696,0.65472727
12.38,84.162174,0.66209091
12.39,84.225652,0.66945455
12.40,84.289130,0.67681818
12.41,84.352609,0.68418182
12.42,84.416087,0.69154545
12.43,84.479565,0.69890909
12.44,84.543043,0.70627273
12.45,84.606522,0.71363636
12.46,84.670000,0.72100000
12.47,84.730400,0.71238462
12.48,84.790800,0.70376923
12.49,84.851200,0.69515385
12.50,84.911600,0.68653846
12.51,84.972000,0.67792308
12.52,85.032400,0.66930769
12.53,85.092800,0.66069231
12.54,85.153200,0.65207692
12.55,85.213600,0.64346154
12.56,85.274000,0.63484615
12.57,85.334400,0.62623077
12.58,85.394800,0.61761538
12.59,85.455200,0.60900000
12.60,85.515600,0.58833333
12.61,85.576000,0.56766667
12.62,85.636400,0.54700000
12.63,85.696800,0.52633333
12.64,85.757200,0.50566667
12.65,85.817600,0.48500000
12.66,85.878000,0.46433333
12.67,85.938400,0.44366667
12.68,85.998800,0.42300000
12.69,86.059200,0.40233333
12.70,86.119600,0.38166667
12.71,86.180000,0.36100000
12.72,86.242400,0.34541667
12.73,86.304800,0.32983333
12.74,86.367200,0.31425000
12.75,86.429600,0.29866667
12.76,86.492000,0.28308333
12.77,86.554400,0.26750000
12.78,86.616800,0.25191667
12.79,86.679200,0.23633333
12.80,86.741600,0.22075000
12.81,86.804000,0.20516667
12.82,86.866400,0.18958333
12.83,86.928800,0.17400000
12.84,86.991200,0.16846154
12.85,87.053600,0.16292308
12.86,87.116000,0.15738462
12.87,87.178400,0.15184615
12.88,87.240800,0.14630769
12.89,87.303200,0.14076923
12.90,87.365600,0.13523077
12.91,87.428000,0.12969231
12.92,87.490400,0.12415385
12.93,87.552800,0.11861538
12.94,87.615200,0.11307692
12.95,87.677600,0.10753846
12.96,87.740000,0.10200000
12.97,87.800000,0.10104615
12.98,87.860000,0.10009231
12.99,87.920000,0.09913846
13.00,87.980000,0.09818462
13.01,88.040000,0.09723077
13.02,88.100000,0.09627692
13.03,88.160000,0.09532308
13.04,88.220000,0.09436923
13.05,88.280000,0.09341538
13.06,88.340000,0.09246154
13.07,88.400000,0.09150769
13.08,88.460000,0.09055385
13.09,88.520000,0.08960000
13.10,88.580000,0.08925714
13.11,88.640000,0.08891429
13.12,88.700000,0.08857143
13.13,88.760000,0.08822857
13.14,88.820000,0.08788571
13.15,88.880000,0.08754286
13.16,88.940000,0.08720000
13.17,89.000000,0.08685714
13.18,89.060000,0.08651429
13.19,89.120000,0.08617143
13.20,89.180000,0.08582857
13.21,89.240000,0.08548571
13.22,89.300000,0.08514286
13.23,89.360000,0.08480000
13.24,89.421852,0.08310000
13.25,89.483704,0.08140000
13.26,89.545556,0.07970000
13.27,89.607407,0.07800000
13.28,89.669259,0.07630000
13.29,89.731111,0.07460000
13.30,89.792963,0.07290000
13.31,89.854815,0.07120000
13.32,89.916667,0.06950000
13.33,89.978519,0.06780000
13.34,90.040370,0.06610000
13.35,90.102222,0.06440000
13.36,90.164074,0.06270000
13.37,90.225926,0.06123571
13.38,90.287778,0.05977143
13.39,90.349630,0.05830714
13.40,90.411481,0.05684286
13.41,90.473333,0.05537857
13.42,90.535185,0.05391429
13.43,90.597037,0.05245000
13.44,90.658889,0.05098571
13.45,90.720741,0.04952143
13.46,90.782593,0.04805714
13.47,90.844444,0.04659286
13.48,90.906296,0.04512857
13.49,90.968148,0.04366429
13.50,91.030000,0.04220000
13.51,91.090000,0.04167857
13.52,91.150000,0.04115714
13.53,91.210000,0.04063571
13.54,91.270000,0.04011429
13.55,91.330000,0.03959286
13.56,91.390000,0.03907143
13.57,91.450000,0.03855000
13.58,91.510000,0.03802857
13.59,91.570000,0.03750714
13.60,91.630000,0.03698571
13.61,91.690000,0.03646429
13.62,91.750000,0.03594286
13.63,91.810000,0.03542143
13.64,91.870000,0.03490000
13.65,91.930000,0.03480000
13.66,91.990000,0.03470000
13.67,92.050000,0.03460000
13.68,92.110000,0.03450000
13.69,92.170000,0.03440000
13.70,92.230000,0.03430000
13.71,92.290000,0.03420000
13.72,92.350000,0.03410000
13.73,92.410000,0.03400000
13.74,92.470000,0.03390000
13.75,92.530000,0.03380000
13.76,92.590000,0.03370000
13.77,92.650000,0.03360000
13.78,92.710000,0.03350000
13.79,92.770000,0.03340000
13.80,92.830000,0.03375333
13.81,92.890000,0.03410667
13.82,92.950000,0.03446000
13.83,93.010000,0.03481333
13.84,93.070000,0.03516667
13.85,93.130000,0.03552000
13.86,93.190000,0.03587333
13.87,93.250000,0.03622667
13.88,93.310000,0.03658000
13.89,93.370000,0.03693333
13.90,93.430000,0.03728667
13.91,93.490000,0.03764000
13.92,93.550000,0.03799333
13.93,93.610000,0.03834667
13.94,93.670000,0.03870000
13.95,93.730000,0.03957333
13.96,93.790000,0.04044667
13.97,93.850000,0.04132000
13.98,93.910000,0.04219333
13.99,93.970000,0.04306667
14.00,94.030000,0.04394000
14.01,94.090000,0.04481333
14.02,94.150000,0.04568667
14.03,94.210000,0.04656000
14.04,94.270000,0.04743333
14.05,94.330000,0.04830667
14.06,94.390000,0.04918000
14.07,94.450000,0.05005333
14.08,94.510000,0.05092667
14.09,94.570000,0.05180000
14.10,94.630000,0.05253333
14.11,94.690000,0.05326667
14.12,94.750000,0.05400000
14.13,94.810000,0.05473333
14.14,94.870000,0.05546667
14.15,94.930000,0.05620000
14.16,94.990000,0.05693333
14.17,95.050000,0.05766667
14.18,95.110000,0.05840000
14.19,95.170000,0.05913333
14.20,95.230000,0.05986667
14.21,95.290000,0.06060000
14.22,95.350000,0.06133333
14.23,95.410000,0.06206667
14.24,95.470000,0.06280000
14.25,95.530000,0.06288750
14.26,95.590000,0.06297500
14.27,95.650000,0.06306250
14.28,95.710000,0.06315000
14.29,95.770000,0.06323750
14.30,95.830000,0.06332500
14.31,95.890000,0.06341250
14.32,95.950000,0.06350000
14.33,96.010000,0.06358750
14.34,96.070000,0.06367500
14.35,96.130000,0.06376250
14.36,96.190000,0.06385000
14.37,96.250000,0.06393750
14.38,96.310000,0.06402500
14.39,96.370000,0.06411250
14.40,96.430000,0.06420000
14.41,96.488788,0.06397500
14.42,96.547576,0.06375000
14.43,96.606364,0.06352500
14.44,96.665152,0.06330000
14.45,96.723939,0.06307500
14.46,96.782727,0.06285000
14.47,96.841515,0.06262500
14.48,96.900303,0.06240000
14.49,96.959091,0.06217500
14.50,97.017879,0.06195000
14.51,97.076667,0.06172500
14.52,97.135455,0.06150000
14.53,97.194242,0.06127500
14.54,97.253030,0.06105000
14.55,97.311818,0.06082500
14.56,97.370606,0.06060000
14.57,97.429394,0.06015294
14.58,97.488182,0.05970588
14.59,97.546970,0.05925882
14.60,97.605758,0.05881176
14.61,97.664545,0.05836471
14.62,97.723333,0.05791765
14.63,97.782121,0.05747059
14.64,97.840909,0.05702353
14.65,97.899697,0.05657647
14.66,97.958485,0.05612941
14.67,98.017273,0.05568235
14.68,98.076061,0.05523529
14.69,98.134848,0.05478824
14.70,98.193636,0.05434118
14.71,98.252424,0.05389412
14.72,98.311212,0.05344706
14.73,98.370000,0.05300000
14.74,98.429706,0.05263529
14.75,98.489412,0.05227059
14.76,98.549118,0.05190588
14.77,98.608824,0.05154118
14.78,98.668529,0.05117647
14.79,98.728235,0.05081176
14.80,98.787941,0.05044706
14.81,98.847647,0.05008235
14.82,98.907353,0.04971765
14.83,98.967059,0.04935294
14.84,99.026765,0.04898824
14.85,99.086471,0.04862353
14.86,99.146176,0.04825882
14.87,99.205882,0.04789412
14.88,99.265588,0.04752941
14.89,99.325294,0.04716471
14.90,99.385000,0.04680000
14.91,99.444706,0.04640000
14.92,99.504412,0.04600000
14.93,99.564118,0.04560000
14.94,99.623824,0.04520000
14.95,99.683529,0.04480000
14.96,99.743235,0.04440000
14.97,99.802941,0.04400000
14.98,99.862647,0.04360000
14.99,99.922353,0.04320000
15.00,99.982059,0.04280000
15.01,100.041765,0.04240000
15.02,100.101471,0.04200000
15.03,100.161176,0.04160000
15.04,100.220882,0.04120000
15.05,100.280588,0.04080000
15.06,100.340294,0.04040000
15.07,100.400000,0.04000000
15.08,100.458333,0.03936111
15.09,100.516667,0.03872222
15.10,100.575000,0.03808333
15.11,100.633333,0.03744444
15.12,100.691667,0.03680556
15.13,100.750000,0.03616667
15.14,100.808333,0.03552778
15.15,100.866667,0.03488889
15.16,100.925000,0.03425000
15.17,100.983333,0.03361111
15.18,101.041667,0.03297222
15.19,101.100000,0.03233333
15.20,101.158333,0.03169444
15.21,101.216667,0.03105556
15.22,101.275000,0.03041667
15.23,101.333333,0.02977778
15.24,101.391667,0.02913889
15.25,101.450000,0.02850000
15.26,101.508333,0.02801111
15.27,101.566667,0.02752222
15.28,101.625000,0.02703333
15.29,101.683333,0.02654444
15.30,101.741667,0.02605556
15.31,101.800000,0.02556667
15.32,101.858333,0.02507778
15.33,101.916667,0.02458889
15.34,101.975000,0.02410000
15.35,102.033333,0.02361111
15.36,102.091667,0.02312222
15.37,102.150000,0.02263333
15.38,102.208333,0.02214444
15.39,102.266667,0.02165556
15.40,102.325000,0.02116667
15.41,102.383333,0.02067778
15.42,102.441667,0.02018889
15.43,102.500000,0.01970000
15.44,102.555263,0.01968421
15.45,102.610526,0.01966842
15.46,102.665789,0.01965263
15.47,102.721053,0.01963684
15.48,102.776316,0.01962105
15.49,102.831579,0.01960526
15.50,102.886842,0.01958947
15.51,102.942105,0.01957368
15.52,102.997368,0.01955789
15.53,103.052632,0.01954211
15.54,103.107895,0.01952632
15.55,103.163158,0.01951053
15.56,103.218421,0.01949474
15.57,103.273684,0.01947895
15.58,103.328947,0.01946316
15.59,103.384211,0.01944737
15.60,103.439474,0.01943158
15.61,103.494737,0.01941579
15.62,103.550000,0.01940000
15.63,103.605263,0.01951579
15.64,103.660526,0.01963158
15.65,103.715789,0.01974737
15.66,103.771053,0.01986316
15.67,103.826316,0.01997895
15.68,103.881579,0.02009474
15.69,103.936842,0.02021053
15.70,103.992105,0.02032632
15.71,104.047368,0.02044211
15.72,104.102632,0.02055789
15.73,104.157895,0.02067368
15.74,104.213158,0.02078947
15.75,104.268421,0.02090526
15.76,104.323684,0.02102105
15.77,104.378947,0.02113684
15.78,104.434211,0.02125263
15.79,104.489474,0.02136842
15.80,104.544737,0.02148421
15.81,104.600000,0.02160000
15.82,104.658974,0.02155263
15.83,104.717949,0.02150526
15.84,104.776923,0.02145789
15.85,104.835897,0.02141053
15.86,104.894872,0.02136316
15.87,104.953846,0.02131579
15.88,105.012821,0.02126842
15.89,105.071795,0.02122105
15.90,105.130769,0.02117368
15.91,105.189744,0.02112632
15.92,105.248718,0.02107895
15.93,105.307692,0.02103158
15.94,105.366667,0.02098421
15.95,105.425641,0.02093684
15.96,105.484615,0.02088947
15.97,105.543590,0.02084211
15.98,105.602564,0.02079474
15.99,105.661538,0.02074737
16.00,105.720513,0.02070000
16.01,105.779487,0.02059500
16.02,105.838462,0.02049000
16.03,105.897436,0.02038500
16.04,105.956410,0.02028000
16.05,106.015385,0.02017500
16.06,106.074359,0.02007000
16.07,106.133333,0.01996500
16.08,106.192308,0.01986000
16.09,106.251282,0.01975500
16.10,106.310256,0.01965000
16.11,106.369231,0.01954500
16.12,106.428205,0.01944000
16.13,106.487179,0.01933500
16.14,106.546154,0.01923000
16.15,106.605128,0.01912500
16.16,106.664103,0.01902000
16.17,106.723077,0.01891500
16.18,106.782051,0.01881000
16.19,106.841026,0.01870500
16.20,106.900000,0.01860000
16.21,106.957143,0.01872381
16.22,107.014286,0.01884762
16.23,107.071429,0.01897143
16.24,107.128571,0.01909524
16.25,107.185714,0.01921905
16.26,107.242857,0.01934286
16.27,107.300000,0.01946667
16.28,107.357143,0.01959048
16.29,107.414286,0.01971429
16.30,107.471429,0.01983810
16.31,107.528571,0.01996190
16.32,107.585714,0.02008571
16.33,107.642857,0.02020952
16.34,107.700000,0.02033333
16.35,107.757143,0.02045714
16.36,107.814286,0.02058095
16.37,107.871429,0.02070476
16.38,107.928571,0.02082857
16.39,107.985714,0.02095238
16.40,108.042857,0.02107619
16.41,108.100000,0.02120000
16.42,108.157143,0.02133810
16.43,108.214286,0.02147619
16.44,108.271429,0.02161429
16.45,108.328571,0.02175238
16.46,108.385714,0.02189048
16.47,108.442857,0.02202857
16.48,108.500000,0.02216667
16.49,108.557143,0.02230476
16.50,108.614286,0.02244286
16.51,108.671429,0.02258095
16.52,108.728571,0.02271905
16.53,108.785714,0.02285714
16.54,108.842857,0.02299524
16.55,108.900000,0.02313333
16.56,108.957143,0.02327143
16.57,109.014286,0.02340952
16.58,109.071429,0.02354762
16.59,109.128571,0.02368571
16.60,109.185714,0.02382381
16.61,109.242857,0.02396190
16.62,109.300000,0.02410000
16.63,109.355814,0.02405714
16.64,109.411628,0.02401429
16.65,109.467442,0.02397143
16.66,109.523256,0.02392857
16.67,109.579070,0.02388571
16.68,109.634884,0.02384286
16.69,109.690698,0.02380000
16.70,109.746512,0.02375714
16.71,109.802326,0.02371429
16.72,109.858140,0.02367143
16.73,109.913953,0.02362857
16.74,109.969767,0.02358571
16.75,110.025581,0.02354286
16.76,110.081395,0.02350000
16.77,110.137209,0.02345714
16.78,110.193023,0.02341429
16.79,110.248837,0.02337143
16.80,110.304651,0.02332857
16.81,110.360465,0.02328571
16.82,110.416279,0.02324286
16.83,110.472093,0.02320000
16.84,110.527907,0.02323913
16.85,110.583721,0.02327826
16.86,110.639535,0.02331739
16.87,110.695349,0.02335652
16.88,110.751163,0.02339565
16.89,110.806977,0.02343478
16.90,110.862791,0.02347391
16.91,110.918605,0.02351304
16.92,110.974419,0.02355217
16.93,111.030233,0.02359130
16.94,111.086047,0.02363043
16.95,111.141860,0.02366957
16.96,111.197674,0.02370870
16.97,111.253488,0.02374783
16.98,111.309302,0.02378696
16.99,111.365116,0.02382609
17.00,111.420930,0.02386522
17.01,111.476744,0.02390435
17.02,111.532558,0.02394348
17.03,111.588372,0.02398261
17.04,111.644186,0.02402174
17.05,111.700000,0.02406087
17.06,111.756522,0.02410000
17.07,111.813043,0.02440000
17.08,111.869565,0.02470000
17.09,111.926087,0.02500000
17.10,111.982609,0.02530000
17.11,112.039130,0.02560000
17.12,112.095652,0.02590000
17.13,112.152174,0.02620000
17.14,112.208696,0.02650000
17.15,112.265217,0.02680000
17.16,112.321739,0.02710000
17.17,112.378261,0.02740000
17.18,112.434783,0.02770000
17.19,112.491304,0.02800000
17.20,112.547826,0.02830000
17.21,112.604348,0.02860000
17.22,112.660870,0.02890000
17.23,112.717391,0.02920000
17.24,112.773913,0.02950000
17.25,112.830435,0.02980000
17.26,112.886957,0.03010000
17.27,112.943478,0.03040000
17.28,113.000000,0.03070000
17.29,113.056522,0.03090417
17.30,113.113043,0.03110833
17.31,113.169565,0.03131250
17.32,113.226087,0.03151667
17.33,113.282609,0.03172083
17.34,113.339130,0.03192500
17.35,113.395652,0.03212917
17.36,113.452174,0.03233333
17.37,113.508696,0.03253750
17.38,113.565217,0.03274167
17.39,113.621739,0.03294583
17.40,113.678261,0.03315000
17.41,113.734783,0.03335417
17.42,113.791304,0.03355833
17.43,113.847826,0.03376250
17.44,113.904348,0.03396667
17.45,113.960870,0.03417083
17.46,114.017391,0.03437500
17.47,114.073913,0.03457917
17.48,114.130435,0.03478333
17.49,114.186957,0.03498750
17.50,114.243478,0.03519167
17.51,114.300000,0.03539583
17.52,114.353061,0.03560000
17.53,114.406122,0.03572917
17.54,114.459184,0.03585833
17.55,114.512245,0.03598750
17.56,114.565306,0.03611667
17.57,114.618367,0.03624583
17.58,114.671429,0.03637500
17.59,114.724490,0.03650417
17.60,114.777551,0.03663333
17.61,114.830612,0.03676250
17.62,114.883673,0.03689167
17.63,114.936735,0.03702083
17.64,114.989796,0.03715000
17.65,115.042857,0.03727917
17.66,115.095918,0.03740833
17.67,115.148980,0.03753750
17.68,115.202041,0.03766667
17.69,115.255102,0.03779583
17.70,115.308163,0.03792500
17.71,115.361224,0.03805417
17.72,115.414286,0.03818333
17.73,115.467347,0.03831250
17.74,115.520408,0.03844167
17.75,115.573469,0.03857083
17.76,115.626531,0.03870000
17.77,115.679592,0.03875000
17.78,115.732653,0.03880000
17.79,115.785714,0.03885000
17.80,115.838776,0.03890000
17.81,115.891837,0.03895000
17.82,115.944898,0.03900000
17.83,115.997959,0.03905000
17.84,116.051020,0.03910000
17.85,116.104082,0.03915000
17.86,116.157143,0.03920000
17.87,116.210204,0.03925000
17.88,116.263265,0.03930000
17.89,116.316327,0.03935000
17.90,116.369388,0.03940000
17.91,116.422449,0.03945000
17.92,116.475510,0.03950000
17.93,116.528571,0.03955000
17.94,116.581633,0.03960000
17.95,116.634694,0.03965000
17.96,116.687755,0.03970000
17.97,116.740816,0.03975000
17.98,116.793878,0.03980000
17.99,116.846939,0.03985000
18.00,116.900000,0.03990000
18.01,116.953846,0.03991154
18.02,117.007692,0.03992308
18.03,117.061538,0.03993462
18.04,117.115385,0.03994615
18.05,117.169231,0.03995769
18.06,117.223077,0.03996923
18.07,117.276923,0.03998077
18.08,117.330769,0.03999231
18.09,117.384615,0.04000385
18.10,117.438462,0.04001538
18.11,117.492308,0.04002692
18.12,117.546154,0.04003846
18.13,117.600000,0.04005000
18.14,117.653846,0.04006154
18.15,117.707692,0.04007308
18.16,117.761538,0.04008462
18.17,117.815385,0.04009615
18.18,117.869231,0.04010769
18.19,117.923077,0.04011923
18.20,117.976923,0.04013077
18.21,118.030769,0.04014231
18.22,118.084615,0.04015385
18.23,118.138462,0.04016538
18.24,118.192308,0.04017692
18.25,118.246154,0.04018846
18.26,118.300000,0.04020000
18.27,118.353846,0.04029231
18.28,118.407692,0.04038462
18.29,118.461538,0.04047692
18.30,118.515385,0.04056923
18.31,118.569231,0.04066154
18.32,118.623077,0.04075385
18.33,118.676923,0.04084615
18.34,118.730769,0.04093846
18.35,118.784615,0.04103077
18.36,118.838462,0.04112308
18.37,118.892308,0.04121538
18.38,118.946154,0.04130769
18.39,119.000000,0.04140000
18.40,119.053846,0.04149231
18.41,119.107692,0.04158462
18.42,119.161538,0.04167692
18.43,119.215385,0.04176923
18.44,119.269231,0.04186154
18.45,119.323077,0.04195385
18.46,119.376923,0.04204615
18.47,119.430769,0.04213846
18.48,119.484615,0.04223077
18.49,119.538462,0.04232308
18.50,119.592308,0.04241538
18.51,119.646154,0.04250769
18.52,119.700000,0.04260000
18.53,119.753704,0.04264444
18.54,119.807407,0.04268889
18.55,119.861111,0.04273333
18.56,119.914815,0.04277778
18.57,119.968519,0.04282222
18.58,120.022222,0.04286667
18.59,120.075926,0.04291111
18.60,120.129630,0.04295556
18.61,120.183333,0.04300000
18.62,120.237037,0.04304444
18.63,120.290741,0.04308889
18.64,120.344444,0.04313333
18.65,120.398148,0.04317778
18.66,120.451852,0.04322222
18.67,120.505556,0.04326667
18.68,120.559259,0.04331111
18.69,120.612963,0.04335556
18.70,120.666667,0.04340000
18.71,120.720370,0.04344444
18.72,120.774074,0.04348889
18.73,120.827778,0.04353333
18.74,120.881481,0.04357778
18.75,120.935185,0.04362222
18.76,120.988889,0.04366667
18.77,121.042593,0.04371111
18.78,121.096296,0.04375556
18.79,121.150000,0.04380000
18.80,121.203704,0.04381111
18.81,121.257407,0.04382222
18.82,121.311111,0.04383333
18.83,121.364815,0.04384444
18.84,121.418519,0.04385556
18.85,121.472222,0.04386667
18.86,121.525926,0.04387778
18.87,121.579630,0.04388889
18.88,121.633333,0.04390000
18.89,121.687037,0.04391111
18.90,121.740741,0.04392222
18.91,121.794444,0.04393333
18.92,121.848148,0.04394444
18.93,121.901852,0.04395556
18.94,121.955556,0.04396667
18.95,122.009259,0.04397778
18.96,122.062963,0.04398889
18.97,122.116667,0.04400000
