wl,k
0.0275043,0.09468007585343
0.0275677,0.09497030509527
0.0276312,0.09525990433808
0.0276949,0.09554885636471
0.0277587,0.09583714392052
0.0278227,0.09612474971955
0.0278869,0.0964116564513
0.0279512,0.09669784678808
0.0280156,0.09698330339309
0.0280802,0.09726800892941
0.0281449,0.09755194607012
0.0282098,0.09783509750993
0.0282748,0.09811744597919
0.02834,0.09839897426192
0.0284053,0.09867966522283
0.0284708,0.09895950186264
0.0285364,0.09923846759437
0.0286022,0.09951656302722
0.0286682,0.09979375817432
0.0287342,0.1000700363122
0.0288005,0.1003453821506
0.0288669,0.1006197807842
0.0289334,0.1008932178097
0.0290001,0.101165679432
0.029067,0.101437152582
0.029134,0.101707625054
0.0292011,0.1019770856666
0.0292685,0.1022455244534
0.0293359,0.102512932889
0.0294036,0.1027793041578
0.0294713,0.1030446334729
0.0295393,0.1033089184569
0.0296074,0.1035721595936
0.0296756,0.1038343607683
0.029744,0.1040955299098
0.0298126,0.1043556797568
0.0298813,0.1046148287718
0.0299502,0.1048730022295
0.0300193,0.1051302335158
0.0300885,0.1053865656751
0.0301578,0.1056420532546
0.0302273,0.1058967645006
0.030297,0.1061507839742
0.0303669,0.1064042156626
0.0304369,0.1066571866786
0.030507,0.1069098516531
0.0305774,0.1071623979468
0.0306478,0.1074150518198
0.0307185,0.107668085722
0.0307893,0.1079218268806
0.0308603,0.1081766673709
0.0309314,0.1084330758496
0.0310027,0.1086916110734
0.0310742,0.1089529371582
0.0311458,0.1092178400298
0.0312176,0.1094872428109
0.0312896,0.1097622088798
0.0313617,0.1100430039837
0.031434,0.1103281914873
0.0315065,0.1106177056228
0.0315791,0.1109115267346
0.0316519,0.1112096323538
0.0317249,0.1115120004274
0.031798,0.1118186100779
0.0318713,0.1121294417848
0.0319448,0.1124444773941
0.0320184,0.1127637000734
0.0320922,0.1130870942536
0.0321662,0.1134146455712
0.0322404,0.113746340816
0.0323147,0.1140821678858
0.0323892,0.1144221157486
0.0324638,0.1147661744105
0.0325387,0.1151143348899
0.0326137,0.1154665891966
0.0326889,0.1158229303158
0.0327642,0.1161833521946
0.0328398,0.116547849734
0.0329155,0.1169164187818
0.0329913,0.1172890561296
0.0330674,0.1176657595116
0.0331436,0.1180465276053
0.03322,0.1184313600348
0.0332966,0.1188202573749
0.0333734,0.1192132211575
0.0334503,0.1196102538791
0.0335274,0.1200113590099
0.0336047,0.1204165410035
0.0336822,0.1208258053086
0.0337598,0.1212391583811
0.0338376,0.1216566076975
0.0339156,0.1220781617694
0.0339938,0.1225038301586
0.0340722,0.1229336234934
0.0341507,0.1233675534851
0.0342294,0.1238056329465
0.0343084,0.12424787581
0.0343874,0.1246942971471
0.0344667,0.1251449131884
0.0345462,0.1255997413445
0.0346258,0.1260588002277
0.0347056,0.1265221096739
0.0347856,0.1269896907658
0.0348658,0.1274615658564
0.0349462,0.1279377585935
0.0350268,0.1284182939443
0.0351075,0.1289031982214
0.0351884,0.1293924991087
0.0352695,0.1298862256889
0.0353509,0.1303844084705
0.0354323,0.1308870794161
0.035514,0.1313942719718
0.0355959,0.1319060210961
0.0356779,0.1324223632902
0.0357602,0.1329433366291
0.0358426,0.1334689807926
0.0359253,0.1339993370974
0.0360081,0.13453444853
0.0360911,0.1350743597796
0.0361743,0.1356191172725
0.0362577,0.1361687692062
0.0363413,0.1367233655845
0.036425,0.1372829582535
0.036509,0.1378476009379
0.0365932,0.1384173492778
0.0366775,0.1389922608661
0.0367621,0.1395723952871
0.0368468,0.1401578141546
0.0369317,0.1407485811515
0.0370169,0.1413447620696
0.0371022,0.1419464248497
0.0371877,0.1425536396229
0.0372735,0.1431664787515
0.0373594,0.1437850168715
0.0374455,0.1444093309346
0.0375318,0.1450395002511
0.0376184,0.1456756065334
0.0377051,0.1463177339399
0.037792,0.1469659691186
0.0378791,0.1476204012526
0.0379664,0.1482811221039
0.038054,0.1489482260597
0.0381417,0.1496218101772
0.0382296,0.1503019742298
0.0383177,0.1509888207529
0.0384061,0.1516824550904
0.0384946,0.1523829854404
0.0385833,0.1530905229027
0.0386723,0.153805181524
0.0387614,0.1545270783454
0.0388508,0.1552563334481
0.0389404,0.1559930699999
0.0390301,0.1567374143012
0.0391201,0.1574894958308
0.0392103,0.1582494472909
0.0393007,0.1590174046526
0.0393913,0.1597935071998
0.0394821,0.1605778975734
0.0395731,0.1613707218138
0.0396643,0.1621721294038
0.0397557,0.1629822733093
0.0398474,0.1638013100199
0.0399392,0.1646293995877
0.0400313,0.165466705665
0.0401236,0.1663133955406
0.0402161,0.1671696401742
0.0403088,0.1680356142296
0.0404017,0.1689114961051
0.0404949,0.1697974679624
0.0405882,0.1706937157531
0.0406818,0.171600429242
0.0407756,0.1725178020292
0.0408696,0.1734460315673
0.0409638,0.1743853191766
0.0410582,0.175335870057
0.0411528,0.1762978932954
0.0412477,0.1772716018695
0.0413428,0.1782572126476
0.0414381,0.1792549463836
0.0415336,0.1802650277068
0.0416294,0.1812876851072
0.0417253,0.1823231509146
0.0418215,0.1833716612725
0.0419179,0.1844334561046
0.0420146,0.1855087790762
0.0421114,0.186597877547
0.0422085,0.1877010025174
0.0423058,0.1888184085667
0.0424033,0.1899503537823
0.0425011,0.1910970996812
0.042599,0.192258911121
0.0426972,0.1934360562018
0.0427957,0.1946288061577
0.0428943,0.195837435237
0.0429932,0.1970622205714
0.0430923,0.1983034420331
0.0431917,0.1995613820791
0.0432912,0.2008363255831
0.043391,0.2021285596525
0.043491,0.2034383734322
0.0435913,0.2047660578928
0.0436918,0.2061119056035
0.0437925,0.2074762104885
0.0438935,0.2088592675671
0.0439946,0.2102613726758
0.0440961,0.2116828221725
0.0441977,0.2131239126227
0.0442996,0.2145849404648
0.0444017,0.2160662016576
0.0445041,0.2175679913054
0.0446067,0.2190906032634
0.0447095,0.2206343297207
0.0448126,0.2221994607621
0.0449159,0.2237862839063
0.0450194,0.2253950836221
0.0451232,0.227026140821
0.0452272,0.2286797323256
0.0453315,0.2303561303151
0.045436,0.2320556017458
0.0455407,0.2337784077479
0.0456457,0.2355248029979
0.0457509,0.237295035067
0.0458564,0.2390893437452
0.0459621,0.2409079603418
0.0460681,0.2427511069625
0.0461743,0.2446189957639
0.0462807,0.2465118281858
0.0463874,0.2484297941614
0.0464943,0.2503730713082
0.0466015,0.2523418240989
0.0467089,0.254336203014
0.0468166,0.2563563436792
0.0469245,0.2584023659859
0.0470327,0.2604743732004
0.0471411,0.2625724510614
0.0472498,0.2646966668682
0.0473587,0.2668470685638
0.0474679,0.2690236838135
0.0475773,0.2712265190828
0.047687,0.2734555587184
0.0477969,0.275710764034
0.0479071,0.2779920724058
0.0480175,0.2802993963812
0.0481282,0.2826326228038
0.0482392,0.2849916119601
0.0483504,0.2873761967506
0.0484618,0.2897861818923
0.0485736,0.2922213431538
0.0486855,0.2946814266312
0.0487978,0.297166148067
0.0489102,0.2996751922186
0.049023,0.3022082122811
0.049136,0.3047648293689
0.0492493,0.3073446320614
0.0493628,0.3099471760191
0.0494766,0.3125719836727
0.0495907,0.3152185439931
0.049705,0.317886312344
0.0498196,0.3205747104249
0.0499344,0.3232831263061
0.0500495,0.3260109145627
0.0501649,0.3287573965089
0.0502805,0.3315218605391
0.0503964,0.3343035625763
0.0505126,0.3371017266334
0.0506291,0.3399155454886
0.0507458,0.342744181477
0.0508628,0.3455867674014
0.05098,0.3484424075618
0.0510975,0.3513101789061
0.0512153,0.3541891323008
0.0513334,0.3570782939229
0.0514517,0.3599766667703
0.0515703,0.3628832322911
0.0516892,0.3657969521291
0.0518084,0.3687167699824
0.0519278,0.3716416135731
0.0520475,0.3745703967233
0.0521675,0.3775020215352
0.0522877,0.3804353806673
0.0524083,0.3833693597049
0.0525291,0.3863028396166
0.0526502,0.3892346992925
0.0527716,0.3921638181553
0.0528932,0.3950890788392
0.0530151,0.3980093699274
0.0531373,0.4009235887415
0.0532598,0.4038306441739
0.0533826,0.406729459554
0.0535057,0.4096189755404
0.053629,0.4124981530292
0.0537526,0.4153659760688
0.0538766,0.4182214547723
0.0540008,0.4210636282161
0.0541252,0.4238915673167
0.05425,0.4267043776733
0.0543751,0.4295012023676
0.0545004,0.4322812247095
0.0546261,0.4350436709183
0.054752,0.4377878127284
0.0548782,0.4405129699094
0.0550047,0.4432185126899
0.0551315,0.4459038640723
0.0552586,0.4485685020304
0.055386,0.4512119615762
0.0555137,0.4538338366853
0.0556416,0.4564337820702
0.0557699,0.459011514788
0.0558985,0.4615668156715
0.0560273,0.4640995305696
0.0561565,0.4666095713846
0.0562859,0.4690969168912
0.0564157,0.4715616133211
0.0565457,0.4740037746964
0.0566761,0.4764235828916
0.0568067,0.4788212874025
0.0569377,0.4811972047948
0.0570689,0.4835517178029
0.0572005,0.4858852740391
0.0573324,0.4881983842688
0.0574645,0.490491620191
0.057597,0.4927656116499
0.0577298,0.4950210431772
0.0578629,0.4972586497325
0.0579962,0.4994792114588
0.0581299,0.5016835471953
0.0582639,0.5038725063756
0.0583983,0.5060469587539
0.0585329,0.5082077810939
0.0586678,0.510355839415
0.0588031,0.5124919643776
0.0589386,0.5146169153433
0.0590745,0.5167313240485
0.0592107,0.5188355969091
0.0593471,0.5209297164318
0.059484,0.5230126947584
0.0596211,0.5250762917737
0.0597585,0.5271011824885
0.0598963,0.5290918341193
0.0600344,0.5310524010009
0.0601728,0.5329861199348
0.0603115,0.5348958356041
0.0604505,0.5367841805097
0.0605898,0.5386536579583
0.0607295,0.5405066862687
0.0608695,0.5423456242975
0.0610098,0.5441727868137
0.0611505,0.5459904538582
0.0612914,0.5478008762944
0.0614327,0.5496062788091
0.0615744,0.5514088611268
0.0617163,0.5532107979164
0.0618586,0.5550142377046
0.0620012,0.5568213010039
0.0621441,0.5586340777998
0.0622874,0.5604546244924
0.0624309,0.5622849603641
0.0625749,0.5641270636167
0.0627191,0.5659828670117
0.0628637,0.5678542531332
0.0630086,0.5697430492874
0.0631539,0.5716510220435
0.0632994,0.57357987142
0.0634454,0.5755312247158
0.0635916,0.5775066299822
0.0637382,0.5795075491345
0.0638851,0.5815353506968
0.0640324,0.5835913021787
0.06418,0.5856765620799
0.064328,0.5877921715227
0.0644763,0.5899390455153
0.0646249,0.5921179638487
0.0647739,0.5943295616388
0.0649232,0.5965743195257
0.0650729,0.598852553551
0.0652229,0.6011644047371
0.0653732,0.6035098284045
0.0655239,0.6058885832652
0.065675,0.6083002203455
0.0658264,0.6107440717974
0.0659781,0.613219239671
0.0661302,0.6157245847323
0.0662827,0.6182587154218
0.0664354,0.6208199770668
0.0665886,0.6234064414706
0.0667421,0.6260158970206
0.066896,0.6286458394703
0.0670502,0.6312934635681
0.0672047,0.6339556557202
0.0673597,0.6366289878914
0.0675149,0.639309712961
0.0676706,0.6419937617676
0.0678266,0.6446767420845
0.0679829,0.6473539397806
0.0681396,0.6500203224278
0.0682967,0.6526705456172
0.0684542,0.6552989622491
0.068612,0.6578996350531
0.0687701,0.660466352584
0.0689287,0.6629926489204
0.0690876,0.6654718272694
0.0692468,0.6678969876429
0.0694065,0.6702610587331
0.0695665,0.6725568340622
0.0697268,0.6747770124199
0.0698876,0.6769142425342
0.0700487,0.6789611718441
0.0702101,0.6809104991533
0.070372,0.682755030857
0.0705342,0.68448774033
0.0706968,0.6861018299692
0.0708598,0.6875907952784
0.0710231,0.6889484902874
0.0711869,0.690169193502
0.071351,0.6912476735007
0.0715154,0.6921792532219
0.0716803,0.6929598719317
0.0718455,0.6935861438316
0.0720112,0.6940554122543
0.0721772,0.6943657984141
0.0723436,0.6945162437229
0.0725103,0.6945065447588
0.0726775,0.6943373800755
0.072845,0.6940103281718
0.0730129,0.6935278760966
0.0731813,0.6928934183387
0.07335,0.6921112458422
