wl,Al2O3_n
1.53858e-05,0.999999883288698
1.54867e-05,0.999999881752654
1.55882e-05,0.999999880196403
1.56905e-05,0.999999878619668
1.57934e-05,0.999999877022175
1.58969e-05,0.999999875403641
1.60012e-05,0.999999873763781
1.61061e-05,0.9999998721023
1.62118e-05,0.999999870418877
1.63181e-05,0.999999868713278
1.64251e-05,0.999999866985288
1.65328e-05,0.999999865234589
1.66413e-05,0.999999863460862
1.67504e-05,0.99999986166379
1.68603e-05,0.999999859843059
1.69708e-05,0.999999857998346
1.70821e-05,0.999999856129327
1.71942e-05,0.999999854235665
1.73069e-05,0.999999852316997
1.74204e-05,0.999999850373034
1.75347e-05,0.999999848403534
1.76497e-05,0.999999846408164
1.77654e-05,0.999999844386551
1.7882e-05,0.999999842338333
1.79992e-05,0.999999840263149
1.81173e-05,0.999999838160632
1.82361e-05,0.99999983603041
1.83557e-05,0.999999833872102
1.84761e-05,0.999999831685297
1.85973e-05,0.999999829469632
1.87192e-05,0.999999827224842
1.8842e-05,0.999999824950583
1.89656e-05,0.999999822646418
1.90899e-05,0.999999820311933
1.92151e-05,0.999999817946713
1.93412e-05,0.999999815550339
1.9468e-05,0.999999813122389
1.95957e-05,0.999999810662425
1.97242e-05,0.999999808169989
1.98536e-05,0.99999980564462
1.99838e-05,0.999999803086027
2.01148e-05,0.99999980049387
2.02467e-05,0.999999797867634
2.03795e-05,0.999999795206843
2.05132e-05,0.999999792511022
2.06477e-05,0.999999789779693
2.07831e-05,0.999999787012371
2.09194e-05,0.999999784208562
2.10566e-05,0.999999781367749
2.11947e-05,0.99999977848935
2.13337e-05,0.999999775573045
2.14736e-05,0.999999772618513
2.16145e-05,0.999999769625151
2.17562e-05,0.999999766592407
2.18989e-05,0.999999763519738
2.20425e-05,0.999999760406597
2.21871e-05,0.99999975725243
2.23326e-05,0.999999754056671
2.24791e-05,0.999999750818732
2.26265e-05,0.999999747537951
2.27749e-05,0.999999744213917
2.29243e-05,0.999999740846282
2.30746e-05,0.99999973743442
2.32259e-05,0.999999733977681
2.33783e-05,0.999999730475439
2.35316e-05,0.999999726927068
2.36859e-05,0.999999723331933
2.38413e-05,0.999999719689388
2.39976e-05,0.99999971599876
2.4155e-05,0.999999712259305
2.43134e-05,0.99999970847048
2.44729e-05,0.999999704631917
2.46334e-05,0.999999700742986
2.47949e-05,0.999999696802921
2.49575e-05,0.999999692810996
2.51212e-05,0.999999688766494
2.5286e-05,0.999999684668688
2.54518e-05,0.99999968051684
2.56187e-05,0.999999676310181
2.57868e-05,0.999999672047874
2.59559e-05,0.999999667729197
2.61261e-05,0.99999966335377
2.62974e-05,0.999999658920994
2.64699e-05,0.999999654429955
2.66435e-05,0.999999649879816
2.68182e-05,0.99999964526975
2.69941e-05,0.999999640598926
2.71712e-05,0.999999635866498
2.73494e-05,0.999999631071593
2.75287e-05,0.999999626213269
2.77093e-05,0.999999621290559
2.7891e-05,0.999999616303079
2.80739e-05,0.999999611250319
2.8258e-05,0.99999960613118
2.84434e-05,0.999999600944691
2.86299e-05,0.999999595689901
2.88177e-05,0.999999590365857
2.90067e-05,0.999999584971591
2.91969e-05,0.999999579506107
2.93884e-05,0.999999573968349
2.95811e-05,0.999999568357053
2.97751e-05,0.999999562671809
2.99704e-05,0.99999955691224
3.0167e-05,0.999999551077064
3.03648e-05,0.999999545165145
3.0564e-05,0.999999539175385
3.07644e-05,0.999999533106689
3.09662e-05,0.999999526957946
3.11693e-05,0.999999520728016
3.13737e-05,0.999999514415689
3.15794e-05,0.999999508019534
3.17865e-05,0.999999501538922
3.1995e-05,0.999999494973511
3.22048e-05,0.999999488322047
3.24161e-05,0.999999481583159
3.26286e-05,0.999999474755571
3.28426e-05,0.999999467838023
3.3058e-05,0.99999946082924
3.32748e-05,0.999999453727916
3.34931e-05,0.99999944653267
3.37127e-05,0.999999439241886
3.39338e-05,0.99999943185461
3.41564e-05,0.999999424370576
3.43804e-05,0.99999941678866
3.46059e-05,0.999999409107202
3.48328e-05,0.999999401324722
3.50613e-05,0.999999393439778
3.52912e-05,0.999999385450928
3.55227e-05,0.999999377356707
3.57556e-05,0.999999369155605
3.59901e-05,0.999999360845981
3.62262e-05,0.999999352426374
3.64638e-05,0.999999343896002
3.67029e-05,0.999999335253711
3.69436e-05,0.999999326497698
3.71859e-05,0.999999317626312
3.74298e-05,0.999999308637922
3.76753e-05,0.999999299530883
3.79223e-05,0.999999290303512
3.8171e-05,0.999999280954061
3.84214e-05,0.999999271480615
3.86734e-05,0.999999261881106
3.8927e-05,0.999999252155154
3.91823e-05,0.99999924230211
3.94393e-05,0.999999232319628
3.96979e-05,0.999999222205737
3.99583e-05,0.999999211958534
4.02203e-05,0.999999201576127
4.04841e-05,0.999999191056599
4.07496e-05,0.99999918039799
4.10169e-05,0.999999169598239
4.12859e-05,0.999999158654947
4.15567e-05,0.999999147567125
4.18292e-05,0.999999136333403
4.21035e-05,0.999999124951313
4.23797e-05,0.999999113418974
4.26576e-05,0.999999101734355
4.29374e-05,0.99999908989549
4.3219e-05,0.999999077900296
4.35024e-05,0.99999906574678
4.37877e-05,0.99999905343277
4.40749e-05,0.999999040956013
4.43639e-05,0.999999028314211
4.46549e-05,0.999999015505245
4.49478e-05,0.99999900252682
4.52425e-05,0.999998989376669
4.55393e-05,0.999998976052334
4.58379e-05,0.999998962551605
4.61385e-05,0.999998948872185
4.64411e-05,0.999998935011108
4.67457e-05,0.999998920964828
4.70523e-05,0.999998906732397
4.73609e-05,0.99999889231357
4.76715e-05,0.999998877705371
4.79841e-05,0.999998862904731
4.82988e-05,0.99999884790888
4.86156e-05,0.9999988327154
4.89344e-05,0.999998817321535
4.92554e-05,0.999998801724578
4.95784e-05,0.999998785921669
4.99035e-05,0.999998769910233
5.02308e-05,0.999998753687403
5.05603e-05,0.999998737250479
5.08918e-05,0.999998720596488
5.12256e-05,0.999998703722612
5.15616e-05,0.999998686625774
5.18997e-05,0.999998669303138
5.22401e-05,0.999998651751852
5.25827e-05,0.99999863396876
5.29276e-05,0.999998615950922
5.32747e-05,0.999998597695082
5.36241e-05,0.999998579198197
5.39758e-05,0.999998560456893
5.43298e-05,0.999998541467979
5.46861e-05,0.99999852222801
5.50447e-05,0.999998502733814
5.54057e-05,0.999998482981877
5.57691e-05,0.999998462969044
5.61349e-05,0.99999844269172
5.6503e-05,0.999998422146592
5.68736e-05,0.999998401329928
5.72466e-05,0.999998380238285
5.7622e-05,0.999998358867789
5.79999e-05,0.999998337214801
5.83803e-05,0.999998315275444
5.87632e-05,0.999998293045969
5.91486e-05,0.999998270522808
5.95365e-05,0.999998247701874
5.99269e-05,0.999998224579446
6.032e-05,0.999998201151276
6.07156e-05,0.999998177413455
6.11138e-05,0.999998153361646
6.15146e-05,0.999998128991932
6.1918e-05,0.999998104299876
6.23241e-05,0.999998079281579
6.27328e-05,0.999998053932455
6.31442e-05,0.999998028248188
6.35584e-05,0.999998002223913
6.39752e-05,0.999997975855506
6.43948e-05,0.999997949138072
6.48171e-05,0.999997922067362
6.52422e-05,0.999997894638543
6.56701e-05,0.999997866846894
6.61008e-05,0.999997838687741
6.65343e-05,0.999997810155908
6.69706e-05,0.999997781246712
6.74099e-05,0.999997751954832
6.7852e-05,0.999997722275501
6.82969e-05,0.999997692203224
6.87449e-05,0.999997661733111
6.91957e-05,0.999997630859566
6.96495e-05,0.999997599577866
7.01063e-05,0.99999756788217
7.05661e-05,0.999997535767026
7.10289e-05,0.999997503226232
7.14947e-05,0.999997470254865
7.19636e-05,0.999997436846808
7.24356e-05,0.999997402996692
7.29106e-05,0.999997368697979
7.33888e-05,0.999997333945273
7.38701e-05,0.999997298732758
7.43546e-05,0.999997263053911
7.48422e-05,0.999997226902826
7.53331e-05,0.999997190272774
7.58271e-05,0.999997153157916
7.63244e-05,0.999997115551249
7.6825e-05,0.999997077446717
7.73288e-05,0.999997038837125
7.7836e-05,0.999996999716411
7.83465e-05,0.999996960077118
7.88603e-05,0.999996919912909
7.93775e-05,0.999996879216067
7.98981e-05,0.999996837980395
8.04221e-05,0.999996796198024
8.09495e-05,0.999996753862465
8.14804e-05,0.999996710965515
8.20148e-05,0.999996667500379
8.25527e-05,0.999996623458863
8.30941e-05,0.999996578833503
8.3639e-05,0.999996533616921
8.41876e-05,0.999996487800562
8.47397e-05,0.999996441377222
8.52954e-05,0.999996394338002
8.58548e-05,0.999996346675499
8.64179e-05,0.999996298380581
8.69847e-05,0.999996249445887
8.75551e-05,0.999996199861895
8.81294e-05,0.999996149620833
8.87073e-05,0.999996098712806
8.92891e-05,0.999996047129989
8.98747e-05,0.999995994862171
9.04641e-05,0.999995941901614
9.10574e-05,0.999995888237863
9.16546e-05,0.999995833862834
9.22557e-05,0.999995778765569
9.28608e-05,0.999995722937405
9.34698e-05,0.999995666368613
9.40828e-05,0.999995609048769
9.46998e-05,0.999995550969071
9.53209e-05,0.999995492118042
9.5946e-05,0.999995432486534
9.65753e-05,0.999995372062762
9.72087e-05,0.999995310837491
9.78462e-05,0.99999524879861
9.84879e-05,0.999995185937009
9.91338e-05,0.999995122240058
9.9784e-05,0.999995057698077
0.000100438,0.999994992297902
0.000101097,0.999994926030094
0.00010176,0.99999485888114
0.000102428,0.999994790841318
0.000103099,0.999994721896524
0.000103775,0.999994652036602
0.000104456,0.999994581247852
0.000105141,0.999994509518491
0.000105831,0.999994436837176
0.000106525,0.999994363189318
0.000107223,0.999994288563952
0.000107927,0.99999421294593
0.000108634,0.999994136324054
0.000109347,0.999994058682636
0.000110064,0.999993980010356
0.000110786,0.999993900290987
0.000111512,0.999993819513269
0.000112244,0.999993737660326
0.00011298,0.999993654720454
0.000113721,0.999993570676027
0.000114467,0.999993485515491
0.000115217,0.999993399220635
0.000115973,0.999993311779457
0.000116734,0.999993223172618
0.000117499,0.999993133387538
0.00011827,0.999993042409108
0.000119045,0.99999295021947
0.000119826,0.99999285680506
0.000120612,0.999992762146416
0.000121403,0.999992666230235
0.000122199,0.999992569036124
0.000123001,0.999992470550255
0.000123807,0.999992370751654
0.000124619,0.999992269627004
0.000125437,0.999992167154343
0.000126259,0.999992063319387
0.000127087,0.999991958099142
0.000127921,0.999991851480185
0.00012876,0.999991743438903
0.000129604,0.99999163396118
0.000130454,0.999991523021952
0.00013131,0.999991410606841
0.000132171,0.999991296692576
0.000133038,0.99999118126066
0.00013391,0.999991064294043
0.000134789,0.99999094576719
0.000135673,0.999990825663818
0.000136562,0.999990703957807
0.000137458,0.999990580633412
0.000138359,0.999990455663093
0.000139267,0.999990329030393
0.00014018,0.999990200706679
0.0001411,0.999990070675857
0.000142025,0.999989938908095
0.000142956,0.99998980538717
0.000143894,0.999989670081887
0.000144838,0.999989532976387
0.000145788,0.999989394038199
0.000146744,0.99998925325114
0.000147706,0.999989110580763
0.000148675,0.99998896600888
0.00014965,0.999988819511321
0.000150631,0.999988671057757
0.000151619,0.999988520629114
0.000152614,0.999988368190578
0.000153614,0.999988213722808
0.000154622,0.999988057189889
0.000155636,0.999987898572913
0.000156657,0.999987737834496
0.000157684,0.999987574956221
0.000158718,0.999987409899007
0.000159759,0.999987242644629
0.000160807,0.999987073152138
0.000161862,0.999986901403288
0.000162923,0.999986727355041
0.000163992,0.999986550989405
0.000165067,0.999986372260966
0.00016615,0.999986191150899
0.000167239,0.999986007618657
0.000168336,0.999985821635251
0.00016944,0.999985633175647
0.000170551,0.99998544219466
0.00017167,0.999985248670844
0.000172796,0.999985052556803
0.000173929,0.999984853830882
0.00017507,0.999984652443815
0.000176218,0.999984448375056
0.000177374,0.999984241572844
0.000178537,0.999984032016621
0.000179708,0.999983819652018
0.000180886,0.999983604459416
0.000182073,0.999983386381827
0.000183267,0.999983165400459
0.000184469,0.999982941455449
0.000185679,0.999982714527606
0.000186896,0.999982484552213
0.000188122,0.999982251507185
0.000189356,0.999982015356272
0.000190598,0.99998177604488
0.000191848,0.999981533546976
0.000193106,0.99998128780016
0.000194372,0.999981038781247
0.000195647,0.999980786424684
0.00019693,0.999980530707783
0.000198222,0.99998027156203
0.000199522,0.999980008966745
0.00020083,0.999979742849891
0.000202147,0.999979473191633
0.000203473,0.999979199915542
0.000204808,0.99997892299974
0.000206151,0.999978642362166
0.000207503,0.999978357990557
0.000208864,0.999978069803666
0.000210234,0.999977777777564
0.000211612,0.99997748183649
0.000213,0.999977181938282
0.000214397,0.999976878050929
0.000215803,0.999976570090575
0.000217218,0.999976258032732
0.000218643,0.999975941789807
0.000220077,0.999975621338476
0.00022152,0.999975296587392
0.000222973,0.99997496751689
0.000224436,0.999974634031278
0.000225907,0.999974296115065
0.000227389,0.999973953666457
0.00022888,0.999973606665856
0.000230381,0.999973255003725
0.000231892,0.999972898667064
0.000233413,0.999972537541369
0.000234944,0.999972171615265
0.000236485,0.999971800764833
0.000238036,0.999971424970617
0.000239597,0.999971044179707
0.000241168,0.99997065829339
0.00024275,0.999970267285515
0.000244342,0.999969871037992
0.000245944,0.999969469529659
0.000247557,0.999969062637975
0.000249181,0.999968650347679
0.000250815,0.999968232529512
0.00025246,0.999967809172869
0.000254116,0.999967380139456
0.000255782,0.999966945416057
0.00025746,0.999966504855447
0.000259148,0.999966058457358
0.000260848,0.999965606068964
0.000262559,0.999965147688628
0.000264281,0.999964683149807
0.000266014,0.999964212447861
0.000267759,0.99996373544884
0.000269515,0.999963252092427
0.000271282,0.999962762346434
0.000273061,0.999962266053373
0.000274852,0.999961763204315
0.000276655,0.999961253631021
0.000278469,0.999960737324256
0.000280295,0.999960214108487
0.000282134,0.99995968398428
0.000283984,0.999959146765905
0.000285847,0.999958602460721
0.000287721,0.999958050871207
0.000289608,0.999957492009803
0.000291508,0.999956925665843
0.000293419,0.999956351860558
0.000295344,0.999955770369614
0.000297281,0.999955181221346
0.00029923,0.999954584171934
0.000301193,0.999953979227493
0.000303168,0.999953366315564
0.000305156,0.999952745254829
0.000307158,0.999952116041335
0.000309172,0.999951478456923
0.0003112,0.9999508325292
0.000313241,0.99995017801151
0.000315295,0.9999495149104
0.000317363,0.999948842973416
0.000319444,0.999948162239632
0.000321539,0.99994747244239
0.000323648,0.999946773626093
0.000325771,0.999946065505187
0.000327907,0.999945348136056
0.000330058,0.999944621213797
0.000332222,0.999943884806266
0.000334401,0.999943138583644
0.000336594,0.99994238260887
0.000338802,0.999941616638739
0.000341024,0.999940840599978
0.00034326,0.999940054498528
0.000345512,0.99993925801489
0.000347778,0.999938451183118
0.000350059,0.999937633687234
0.000352354,0.999936805599789
0.000354665,0.999935966578441
0.000356991,0.999935116700382
0.000359332,0.999934255600648
0.000361689,0.999933383375717
0.000364061,0.999932499636803
0.000366449,0.999931604499952
0.000368852,0.999930697550207
0.000371271,0.99992977892764
0.000373706,0.99992884818977
0.000376157,0.999927905501174
0.000378624,0.999926950389746
0.000381107,0.99992598293445
0.000383607,0.99992500303867
0.000386122,0.99992401037432
0.000388655,0.999923005040156
0.000391204,0.99992198659643
0.000393769,0.99992095517144
0.000396352,0.99991991030589
0.000398951,0.999918852163613
0.000401568,0.999917780255151
0.000404201,0.999916694773001
0.000406852,0.999915595192292
0.00040952,0.999914481724351
0.000412206,0.999913353804126
0.00041491,0.999912211664507
0.000417631,0.999911054695841
0.00042037,0.999909883200989
0.000423127,0.999908696547437
0.000425902,0.999907494975094
0.000428695,0.999906278026495
0.000431506,0.999905045644164
0.000434336,0.999903797958724
0.000437185,0.999902534366569
0.000440052,0.999901255103894
0.000442938,0.999899959550302
0.000445843,0.999898647992131
0.000448767,0.999897319774536
0.00045171,0.999895975240416
0.000454673,0.999894613694499
0.000457655,0.999893235538154
0.000460656,0.999891840016188
0.000463677,0.999890427494362
0.000466718,0.999888997142034
0.000469779,0.999887549471881
0.00047286,0.999886083640549
0.000475961,0.999884600131669
0.000479083,0.999883097959432
0.000482225,0.999881577547829
0.000485387,0.999880038919549
0.000488571,0.999878481459058
0.000491775,0.999876905571111
0.000495,0.99987531043542
0.000498247,0.999873696563879
0.000501514,0.999872063096886
0.000504803,0.999870410636256
0.000508114,0.999868738234217
0.000511446,0.999867046469964
0.000514801,0.999865334337655
0.000518177,0.999863602552298
0.000521575,0.999861850062866
0.000524996,0.999860077709402
0.000528439,0.999858284390023
0.000531905,0.999856470928097
0.000535393,0.999854636067541
0.000538905,0.99985278066053
0.000542439,0.999850903980075
0.000545996,0.999849006163421
0.000549577,0.999847087818275
0.000553182,0.99984514787403
0.00055681,0.999843187205944
0.000560461,0.999841204707364
0.000564137,0.999839201333052
0.000567837,0.999837175993486
0.000571561,0.999835129951222
0.000575309,0.999833061956678
0.000579082,0.999830973019706
0.00058288,0.999828861822963
0.000586703,0.999826729901251
0.000590551,0.999824576012918
0.000594424,0.9998224017934
0.000598322,0.999820206006951
0.000602246,0.999817990487424
0.000606196,0.999815754370377
0.000610172,0.999813498110233
0.000614173,0.999811222283421
0.000618201,0.999808923753524
0.000622256,0.999806600164305
0.000626337,0.999804252983171
0.000630444,0.999801886770034
0.000634579,0.999799500403274
0.000638741,0.999797095772015
0.00064293,0.999794671696743
0.000647147,0.999792230651579
0.000651391,0.999789771553928
0.000655663,0.999787297294807
0.000659963,0.999784806867958
0.000664291,0.999782303560075
0.000668648,0.999779786470624
0.000673033,0.999777259412199
0.000677447,0.999774721651708
0.00068189,0.999772177503791
0.000686362,0.999769628085874
0.000690863,0.999767076817851
0.000695394,0.999764529134446
0.000699955,0.999761985541764
0.000704546,0.999759451779064
0.000709166,0.999756930141424
0.000713817,0.999754428868288
0.000718499,0.999751950391516
0.000723211,0.99974950130636
0.000727954,0.999747087469014
0.000732728,0.999744722309595
0.000737534,0.999742417259442
0.000742371,0.99974019441231
0.000747239,0.999738074843127
0.00075214,0.999736093731123
0.000757073,0.999734291821407
0.000762038,0.999732735938186
0.000767036,0.999731519028713
0.000772066,0.999730803623891
0.00077713,0.99973088565635
0.000782226,0.99973242228555
0.000787356,0.999737633964228
0.00079252,0.999741623570616
0.000797718,0.999736145447239
0.00080295,0.999724457997916
0.000808216,0.999713879176588
0.000813516,0.999705758047525
0.000818851,0.999698633895666
0.000824222,0.999692001713169
0.000829627,0.999685672153841
0.000835068,0.999679615737505
0.000840545,0.999673769719138
0.000846058,0.999668051106793
0.000851606,0.999662409411106
0.000857191,0.999656807578724
0.000862813,0.999651215085647
0.000868472,0.999645603438511
0.000874168,0.999639940971553
0.000879901,0.999634181086659
0.000885671,0.999628215827498
0.00089148,0.999622240638569
0.000897327,0.999616449510258
0.000903212,0.999610732779877
0.000909135,0.999605049506178
0.000915098,0.999599376300635
0.000921099,0.999593696957239
0.00092714,0.999587998917627
0.000933221,0.999582271700633
0.000939341,0.99957650607124
0.000945501,0.999570693535889
0.000951702,0.999564825994659
0.000957944,0.999558895468322
0.000964227,0.999552893852627
0.00097055,0.999546812664409
0.000976915,0.999540642743675
0.000983322,0.999534373863719
0.000989771,0.999527994170981
0.000996263,0.999521489308403
0.0010028,0.99951484091555
0.00100937,0.999508023773335
0.00101599,0.999500999514006
0.00102266,0.999493699154573
0.00102936,0.999485945445595
0.00103611,0.999477840915226
0.00104291,0.999469930825414
0.00104975,0.99946238043651
0.00105663,0.999454993926337
0.00106356,0.999447695894142
0.00107054,0.999440444250579
0.00107756,0.999433211031399
0.00108463,0.99942597556064
0.00109174,0.999418721362139
0.0010989,0.999411434538581
0.00110611,0.999404102821697
0.00111336,0.999396714962068
0.00112066,0.999389260301372
0.00112801,0.99938172844402
0.00113541,0.999374108978915
0.00114286,0.999366391217632
0.00115035,0.999358563921052
0.0011579,0.999350614985495
0.00116549,0.999342531051585
0.00117313,0.999334296981609
0.00118083,0.999325895116424
0.00118857,0.999317304153141
0.00119637,0.999308497335823
0.00120421,0.999299439302789
0.00121211,0.999290080007474
0.00122006,0.999280341172318
0.00122806,0.999270078157641
0.00123612,0.999258906867731
0.00124422,0.999247141451815
0.00125238,0.99923590654769
0.0012606,0.999225443208985
0.00126886,0.999215374137365
