wl,Al2O3_k
0.00131962,0.000217716
0.00132827,0.000223471
0.00133699,0.000229189
0.00134575,0.000234869
0.00135458,0.000240512
0.00136346,0.000246119
0.00137241,0.000251689
0.00138141,0.000257223
0.00139047,0.00026272
0.00139959,0.000268182
0.00140877,0.000273609
0.001418,0.000279
0.0014273,0.000284356
0.00143666,0.000289676
0.00144609,0.000294963
0.00145557,0.000300215
0.00146512,0.000305432
0.00147473,0.000310616
0.0014844,0.000315766
0.00149413,0.000320882
0.00150393,0.000325965
0.0015138,0.000331015
0.00152372,0.000336032
0.00153372,0.000341016
0.00154378,0.000345968
0.0015539,0.00035531
0.00156409,0.000371652
0.00157435,0.000387888
0.00158467,0.000404017
0.00159507,0.000420042
0.00160553,0.000435962
0.00161606,0.000451779
0.00162666,0.000467492
0.00163732,0.000483103
0.00164806,0.000498613
0.00165887,0.000514021
0.00166975,0.000529329
0.0016807,0.000544537
0.00169172,0.000559646
0.00170282,0.000574657
0.00171399,0.000589569
0.00172523,0.000604385
0.00173654,0.000619104
0.00174793,0.000633727
0.00175939,0.000648255
0.00177093,0.000662689
0.00178255,0.000677028
0.00179424,0.000691274
0.00180601,0.000705427
0.00181785,0.000719487
0.00182977,0.000733456
0.00184177,0.000747335
0.00185385,0.000761122
0.00186601,0.00077482
0.00187825,0.000788429
0.00189057,0.000801949
0.00190296,0.000815381
0.00191544,0.000828725
0.00192801,0.000841982
0.00194065,0.000855153
0.00195338,0.000868239
0.00196619,0.000881238
0.00197908,0.000894154
0.00199206,0.000906985
0.00200513,0.000919732
0.00201828,0.000932397
0.00203152,0.000944979
0.00204484,0.000957479
0.00205825,0.000969897
0.00207175,0.000971411
0.00208534,0.000958323
0.00209901,0.000945321
0.00211278,0.000932404
0.00212663,0.000919571
0.00214058,0.000906821
0.00215462,0.000894154
0.00216875,0.00088157
0.00218297,0.000869068
0.00219729,0.000856648
0.0022117,0.000844308
0.00222621,0.000832049
0.00224081,0.000819869
0.0022555,0.000806022
0.0022703,0.000776942
0.00228519,0.000748051
0.00230017,0.000719348
0.00231526,0.000690832
0.00233044,0.000662502
0.00234573,0.000634356
0.00236111,0.000606394
0.0023766,0.000578614
0.00239218,0.000551015
0.00240787,0.000523596
0.00242366,0.000496356
0.00243956,0.000469293
0.00245556,0.000442406
0.00247166,0.000415695
0.00248787,0.000407173
0.00250419,0.000417792
0.00252061,0.000428342
0.00253714,0.000438824
0.00255378,0.000449237
0.00257053,0.000459582
0.00258739,0.00046986
0.00260436,0.000480071
0.00262144,0.000490215
0.00263863,0.000500294
0.00265594,0.000510306
0.00267335,0.000520254
0.00269089,0.000530136
0.00270853,0.000539954
0.0027263,0.000549708
0.00274418,0.000559399
0.00276218,0.000569027
0.00278029,0.000578591
0.00279852,0.000588094
0.00281688,0.000597534
0.00283535,0.000606913
0.00285395,0.000616231
0.00287266,0.000625488
0.0028915,0.000634685
0.00291047,0.000643822
0.00292956,0.0006529
0.00294877,0.000661918
0.00296811,0.000670877
0.00298757,0.000679779
0.00300717,0.000688622
0.00302689,0.000697407
0.00304674,0.000706135
0.00306672,0.000714807
0.00308684,0.000723422
0.00310708,0.000738331
0.00312746,0.000764951
0.00314797,0.000791398
0.00316861,0.000817673
0.00318939,0.000843776
0.00321031,0.000869709
0.00323137,0.000895474
0.00325256,0.00092107
0.00327389,0.0009465
0.00329536,0.000971763
0.00331697,0.000996863
0.00333873,0.0010218
0.00336062,0.00104657
0.00338266,0.00107118
0.00340485,0.00109564
0.00342718,0.00111993
0.00344966,0.00114406
0.00347228,0.00116804
0.00349505,0.00119186
0.00351797,0.00121552
0.00354105,0.00123903
0.00356427,0.00126491
0.00358765,0.00129072
0.00361117,0.00131636
0.00363486,0.00134183
0.0036587,0.00136714
0.00368269,0.00139228
0.00370684,0.00141726
0.00373115,0.00144208
0.00375563,0.00146674
0.00378026,0.00149123
0.00380505,0.00151557
0.00383,0.00153974
0.00385512,0.00156376
0.0038804,0.00158763
0.00390585,0.00161133
0.00393147,0.00163489
0.00395725,0.00165829
0.00398321,0.00168153
0.00400933,0.00170463
0.00403562,0.00172757
0.00406209,0.00175037
0.00408873,0.00177301
0.00411555,0.00179551
0.00414254,0.00183005
0.00416971,0.00188663
0.00419705,0.00194286
0.00422458,0.00199871
0.00425229,0.0020542
0.00428017,0.00210933
0.00430824,0.0021641
0.0043365,0.00221851
0.00436494,0.00227257
0.00439357,0.00232628
0.00442238,0.00237963
0.00445138,0.00243264
0.00448058,0.00248531
0.00450996,0.00253763
0.00453954,0.00258961
0.00456931,0.00264125
0.00459928,0.00269255
0.00462944,0.00274352
0.00465981,0.00279416
0.00469037,0.00284447
0.00472113,0.00289445
0.00475209,0.0029441
0.00478326,0.00299343
0.00481463,0.00304244
0.0048462,0.00309113
0.00487799,0.0031395
0.00490998,0.00318756
0.00494218,0.00323531
0.00497459,0.00329243
0.00500722,0.00335965
0.00504006,0.00342642
0.00507311,0.00349277
0.00510638,0.00355868
0.00513987,0.00362415
0.00517358,0.00368921
0.00520751,0.00375384
0.00524166,0.00381805
0.00527604,0.00388184
0.00531064,0.00394521
0.00534547,0.00400817
0.00538053,0.00407072
0.00541582,0.00413287
0.00545133,0.0041946
0.00548709,0.00425594
0.00552307,0.00431688
0.00555929,0.00437742
0.00559575,0.00443756
0.00563245,0.00449731
0.00566939,0.00455668
0.00570657,0.00461566
0.005744,0.00467425
0.00578167,0.00473246
0.00581959,0.00479029
0.00585776,0.00484775
0.00589617,0.00490483
0.00593484,0.00496154
0.00597377,0.00501788
0.00601294,0.00507385
0.00605238,0.00512945
0.00609207,0.0051847
0.00613203,0.00523958
0.00617224,0.00529411
0.00621272,0.00536886
0.00625347,0.00548325
0.00629448,0.00559689
0.00633576,0.0057098
0.00637731,0.00582196
0.00641914,0.0059334
0.00646124,0.00604411
0.00650361,0.0061541
0.00654627,0.00626337
0.0065892,0.00637193
0.00663241,0.00647978
0.00667591,0.00658693
0.00671969,0.00669339
0.00676376,0.00679914
0.00680812,0.00690421
0.00685277,0.0070086
0.00689772,0.00712397
0.00694295,0.00728091
0.00698849,0.00743682
0.00703432,0.00759172
0.00708045,0.00774561
0.00712689,0.00789849
0.00717363,0.00805038
0.00722068,0.00820128
0.00726803,0.0083512
0.0073157,0.00850013
0.00736368,0.0086481
0.00741197,0.00879511
0.00746058,0.00894116
0.00750951,0.00908625
0.00755876,0.0092304
0.00760834,0.00937361
0.00765823,0.00951589
0.00770846,0.00965724
0.00775901,0.00980157
0.0078099,0.00996075
0.00786112,0.0101189
0.00791268,0.010276
0.00796457,0.0104321
0.0080168,0.0105872
0.00806938,0.0107412
0.0081223,0.0108943
0.00817557,0.0110464
0.00822919,0.0111974
0.00828316,0.0113622
0.00833748,0.0115574
0.00839216,0.0117513
0.0084472,0.011944
0.0085026,0.0121354
0.00855837,0.0123255
0.0086145,0.0125145
0.00867099,0.0127021
0.00872786,0.0128886
0.0087851,0.0130739
0.00884272,0.0132579
0.00890071,0.0133705
0.00895908,0.0134615
0.00901784,0.0136037
0.00907698,0.013783
0.00913651,0.0139607
0.00919643,0.0141363
0.00925675,0.0143177
0.00931746,0.014602
0.00937856,0.0148845
0.00944007,0.0151651
0.00950198,0.0154439
0.0095643,0.015739
0.00962703,0.0160555
0.00969016,0.01637
0.00975371,0.0166823
0.00981768,0.0169927
0.00988207,0.0173677
0.00994688,0.0177757
0.0100121,0.0181165
0.0100778,0.0181987
0.0101439,0.0182803
0.0102104,0.01836
0.0102774,0.0184388
0.0103448,0.018565
0.0104126,0.0188611
0.0104809,0.0191553
0.0105496,0.0194476
0.0106188,0.019738
0.0106885,0.0200265
0.0107586,0.0203131
0.0108291,0.0207026
0.0109001,0.0211352
0.0109716,0.021565
0.0110436,0.021992
0.011116,0.0224162
0.0111889,0.0228377
0.0112623,0.0232564
0.0113362,0.0238361
0.0114105,0.0244311
0.0114853,0.0250222
0.0115607,0.0256095
0.0116365,0.026193
0.0117128,0.0267726
0.0117896,0.0273485
0.0118669,0.0280748
0.0119448,0.0288516
0.0120231,0.0296234
0.012102,0.0303901
0.0121813,0.0311518
0.0122612,0.0319085
0.0123416,0.0326604
0.0124226,0.0333287
0.012504,0.0337894
0.012586,0.0342472
0.0126686,0.0345649
0.0127517,0.0344092
0.0128353,0.0342546
0.0129195,0.0341009
0.0130042,0.0332458
0.0130895,0.032392
0.0131753,0.0315437
0.0132618,0.0308215
0.0133487,0.0301287
0.0134363,0.0294404
0.0135244,0.0288764
0.0136131,0.0284342
0.0137024,0.0285036
0.0137922,0.0286742
0.0138827,0.0292183
0.0139737,0.0298308
0.0140654,0.0305172
0.0141576,0.0312531
0.0142505,0.0320029
0.0143439,0.0325555
0.014438,0.033075
0.0145327,0.0334659
0.014628,0.0338354
0.014724,0.0341739
0.0148205,0.0345372
0.0149177,0.0349142
0.0150155,0.035634
0.015114,0.0364508
0.0152131,0.0384242
0.0153129,0.0404882
0.0154133,0.043288
0.0155144,0.0442823
0.0156162,0.0424218
0.0157186,0.039053
0.0158217,0.0369394
0.0159255,0.0370416
0.0160299,0.0385994
0.016135,0.0350565
0.0162408,0.0302831
0.0163474,0.0299365
0.0164546,0.0303263
0.0165625,0.0307484
0.0166711,0.0312705
0.0167804,0.0318607
0.0168905,0.0324369
0.0170013,0.0330077
0.0171128,0.033568
0.017225,0.0341252
0.017338,0.0346902
0.0174517,0.0352516
0.0175661,0.0358092
0.0176813,0.0363633
0.0177973,0.0370021
0.017914,0.0376658
0.0180315,0.0383251
0.0181498,0.0389802
0.0182688,0.039631
0.0183886,0.0402775
0.0185092,0.0409198
0.0186306,0.041558
0.0187528,0.042192
0.0188758,0.0428218
0.0189996,0.0434476
0.0191242,0.0441791
0.0192496,0.0450487
0.0193758,0.0459125
0.0195029,0.0467708
0.0196308,0.0476235
0.0197596,0.0484706
0.0198892,0.0493122
0.0200196,0.0501483
0.0201509,0.0509789
0.020283,0.0518042
0.0204161,0.052624
0.02055,0.0534386
0.0206847,0.054308
0.0208204,0.0554393
0.0209569,0.0565633
0.0210944,0.05768
0.0212327,0.0587893
0.021372,0.0598915
0.0215122,0.0609865
0.0216532,0.0620743
0.0217952,0.0631551
0.0219382,0.0642288
0.0220821,0.0652955
0.0222269,0.0663553
0.0223727,0.0674081
0.0225194,0.0684541
0.0226671,0.0696951
0.0228157,0.0709606
0.0229654,0.0722179
0.023116,0.073467
0.0232676,0.074708
0.0234202,0.0759409
0.0235738,0.0771657
0.0237284,0.0783826
0.023884,0.0795915
0.0240406,0.0807926
0.0241983,0.0819858
0.024357,0.0831713
0.0245168,0.084349
0.0246775,0.0855191
0.0248394,0.0867908
0.0250023,0.088394
0.0251663,0.0899868
0.0253313,0.0915692
0.0254975,0.0931413
0.0256647,0.0947031
0.025833,0.0962547
0.0260024,0.0977963
0.0261729,0.0993278
0.0263446,0.100849
0.0265174,0.102361
0.0266913,0.103863
0.0268663,0.105355
0.0270425,0.106837
0.0272199,0.10831
0.0273984,0.109773
0.0275781,0.111339
0.027759,0.113503
0.027941,0.115653
0.0281243,0.117788
0.0283087,0.11991
0.0284944,0.122019
0.0286812,0.124113
0.0288693,0.126194
0.0290587,0.128261
0.0292493,0.130315
0.0294411,0.132355
0.0296342,0.134382
0.0298285,0.136396
0.0300241,0.138397
0.0302211,0.140384
0.0304193,0.142359
0.0306188,0.144321
0.0308196,0.14627
0.0310217,0.148308
0.0312251,0.151178
0.0314299,0.154029
0.0316361,0.156861
0.0318435,0.159675
0.0320524,0.162471
0.0322626,0.165249
0.0324742,0.168008
0.0326872,0.170749
0.0329015,0.173473
0.0331173,0.176179
0.0333345,0.178867
0.0335531,0.181537
0.0337732,0.184191
0.0339947,0.186826
0.0342176,0.189445
0.034442,0.192047
0.0346679,0.194632
0.0348953,0.1972
0.0351241,0.199751
0.0353545,0.202285
0.0355864,0.205583
0.0358198,0.209166
0.0360547,0.212725
0.0362911,0.216261
0.0365291,0.219775
0.0367687,0.223265
0.0370099,0.226733
0.0372526,0.230178
0.0374969,0.2336
0.0377428,0.237
0.0379903,0.240379
0.0382395,0.243735
0.0384903,0.247069
0.0387427,0.250381
0.0389968,0.253672
0.0392526,0.256942
0.03951,0.26019
0.0397691,0.263417
0.0400299,0.266623
0.0402925,0.269808
0.0405567,0.272973
0.0408227,0.276116
0.0410904,0.27924
0.0413599,0.282489
0.0416312,0.286886
0.0419042,0.291256
0.042179,0.295596
0.0424556,0.299909
0.0427341,0.304193
0.0430143,0.308449
0.0432965,0.312678
0.0435804,0.316879
0.0438662,0.321053
0.0441539,0.3252
0.0444435,0.330395
0.044735,0.336387
0.0450284,0.34234
0.0453237,0.348255
0.0456209,0.35413
0.0459201,0.359968
0.0462213,0.365767
0.0465244,0.371528
0.0468295,0.377252
0.0471367,0.382939
0.0474458,0.388589
0.047757,0.394989
0.0480702,0.404217
0.0483854,0.413386
0.0487028,0.422495
0.0490222,0.431544
0.0493437,0.440534
0.0496673,0.449466
0.049993,0.45834
0.0503209,0.467156
0.0506509,0.475914
0.0509831,0.484616
0.0513175,0.49326
0.130688,0.496756
0.131545,0.491728
0.132408,0.486379
0.133276,0.482239
0.13415,0.474311
0.13503,0.467595
0.135916,0.463554
0.136807,0.456284
0.137704,0.452621
0.138608,0.446251
0.139517,0.443327
0.140432,0.439517
0.141353,0.437451
0.14228,0.434299
0.143213,0.423834
0.144152,0.420293
0.145097,0.411467
0.146049,0.401021
0.147007,0.402444
0.147971,0.374117
0.148941,0.382395
0.149918,0.360816
0.150901,0.356425
0.151891,0.34808
0.152887,0.332252
0.15389,0.32189
0.154899,0.306085
0.155915,0.294952
0.156938,0.280703
0.157967,0.269013
0.159003,0.253579
0.160046,0.240139
0.161095,0.22577
0.162152,0.212829
0.163215,0.197553
0.164286,0.183593
0.165363,0.169672
0.166448,0.155357
0.167539,0.140084
0.168638,0.12779
0.169744,0.117511
0.170857,0.105735
0.171978,0.0939894
0.173106,0.0830588
0.174241,0.0716937
0.175384,0.0583285
0.176534,0.0491961
0.177692,0.0447218
0.178857,0.0379142
0.18003,0.0303324
0.181211,0.022861
0.182399,0.016911
0.183595,0.0127254
0.1848,0.00951847
0.186012,0.00836834
0.187231,0.00785672
0.188459,0.00734843
0.189695,0.00684346
0.190939,0.00653579
0.192192,0.00629305
0.193452,0.00605188
0.194721,0.00581229
0.195998,0.00567224
0.197283,0.0055605
0.198577,0.00544949
0.19988,0.0053392
0.20119,0.00522963
0.20251,0.00512077
0.203838,0.00501263
0.205175,0.00488712
0.20652,0.00473241
0.207875,0.00458582
0.209238,0.00444675
0.210611,0.00431468
0.211992,0.00418915
0.213382,0.00406967
0.214782,0.00395587
0.21619,0.00384737
0.217608,0.0037439
0.219035,0.00364508
0.220472,0.00355061
0.221918,0.00346023
0.223373,0.0033737
0.224838,0.00329076
0.226313,0.00321124
0.227797,0.00313494
0.229291,0.00306165
0.230794,0.00299125
0.232308,0.00292355
0.233832,0.00285841
0.235365,0.00279571
0.236909,0.00273532
0.238463,0.00267715
0.240026,0.00262104
0.241601,0.00256689
0.243185,0.00251462
0.24478,0.00246413
0.246385,0.00241534
0.248001,0.00236816
0.249628,0.00232254
0.251265,0.00227838
0.252913,0.00223561
0.254572,0.0021942
0.256241,0.00215407
0.257922,0.00211519
0.259613,0.00207748
0.261316,0.00204091
0.26303,0.00200539
0.264755,0.00197091
0.266491,0.00193742
0.268239,0.00190489
0.269998,0.00187326
0.271769,0.0018425
0.273551,0.0018126
0.275345,0.00178349
0.277151,0.00175517
0.278969,0.00172758
0.280798,0.00170074
0.28264,0.00167458
0.284493,0.0016491
0.286359,0.00162425
0.288237,0.00160003
0.290128,0.0015764
0.29203,0.00155335
0.293946,0.00153086
0.295873,0.0015089
0.297814,0.00148747
0.299767,0.00146654
0.301733,0.00144608
0.303712,0.00142611
0.305704,0.00140658
0.307709,0.0013875
0.309727,0.00136884
0.311758,0.00135059
0.313803,0.00133274
0.315861,0.00131527
0.317932,0.00129818
0.320017,0.00128146
0.322116,0.00126507
0.324229,0.00124903
0.326355,0.00123333
0.328495,0.00121794
0.33065,0.00120286
0.332818,0.00118809
0.335001,0.00117361
0.337198,0.00115942
0.339409,0.00114549
0.341635,0.00113185
0.343876,0.00111845
0.346131,0.00110532
0.348401,0.00109243
0.350686,0.00107979
0.352986,0.00106736
0.355301,0.00105518
0.357631,0.00104321
0.359977,0.00103146
0.362338,0.00101993
0.364714,0.00100859
0.367106,0.000997459
0.369514,0.000986516
0.371937,0.000975766
0.374376,0.000965195
0.376832,0.000954811
0.379303,0.000944595
0.381791,0.000934557
0.384294,0.000924681
0.386815,0.000914967
0.389352,0.000905414
0.391905,0.000896016
0.394475,0.000886774
0.397063,0.000877676
0.399667,0.000868723
0.402288,0.000859911
0.404926,0.000851235
0.407582,0.000842698
0.410255,0.00083429
0.412945,0.000826011
0.415654,0.000817858
0.41838,0.000809828
0.421124,0.000801916
0.423885,0.000794128
0.426665,0.000786451
0.429464,0.00077889
0.43228,0.000771435
0.435115,0.000764089
0.437969,0.000756853
0.440841,0.000749718
0.443732,0.000742684
0.446643,0.000735748
0.449572,0.000728912
0.45252,0.000722168
0.455488,0.000715518
0.458475,0.00070896
0.461482,0.000702493
0.464509,0.000696114
0.467555,0.000689822
0.470622,0.000683618
0.473708,0.000677491
0.476815,0.000671447
0.479942,0.000665484
0.48309,0.000659599
0.486258,0.000653789
0.489447,0.000648057
0.492657,0.000642397
0.495888,0.00063681
0.49914,0.000631297
0.502414,0.00062585
0.505709,0.000620478
0.509025,0.000615171
0.512364,0.000609929
0.515724,0.000604754
0.519106,0.000599641
0.522511,0.000594594
0.525937,0.000589606
0.529387,0.00058468
0.532859,0.000579814
0.536353,0.00057501
0.539871,0.000570262
0.543412,0.000565571
0.546975,0.000560936
0.550563,0.000556356
0.554173,0.000551831
0.557808,0.000547358
0.561466,0.000542939
0.565149,0.000538572
0.568855,0.000534255
0.572586,0.00052999
0.576341,0.000525772
0.580121,0.000521605
0.583925,0.000517487
0.587755,0.000513412
0.59161,0.000509387
0.59549,0.000505408
0.599395,0.000501473
0.603326,0.000497585
0.607283,0.000493737
0.611266,0.000489937
0.615275,0.000486176
0.61931,0.000482459
0.623372,0.000478786
0.62746,0.000475151
0.631575,0.000471557
0.635717,0.000468005
0.639886,0.000464489
0.644083,0.000461014
0.648307,0.000457579
0.652559,0.000454179
0.656839,0.000450819
0.661146,0.000447497
0.665482,0.000444209
0.669847,0.000440959
0.67424,0.000437744
0.678662,0.000434563
0.683113,0.000431421
0.687593,0.000428309
0.692102,0.000425235
0.696641,0.000422194
0.70121,0.000419184
0.705809,0.000416209
0.710438,0.000413267
0.715097,0.000410357
0.719787,0.000407478
0.724508,0.000404632
0.729259,0.000401817
0.734042,0.000399033
0.738856,0.000396281
0.743702,0.000393557
0.748579,0.000390866
0.753489,0.000388203
0.75843,0.000385571
0.763404,0.000382967
0.768411,0.000380394
0.773451,0.00037785
0.778523,0.000375334
0.783629,0.000372846
0.788768,0.000370388
0.793941,0.000367955
0.799148,0.000365552
0.804389,0.000363176
0.809665,0.000360826
0.814975,0.000358506
0.82032,0.000356212
0.8257,0.000353947
0.831115,0.000351705
0.836566,0.00034949
0.842052,0.000347303
0.847575,0.000345142
0.853133,0.000343007
0.858729,0.000340897
0.86436,0.000338815
0.870029,0.000336758
0.875735,0.000334725
0.881478,0.000332718
0.88726,0.000330738
0.893078,0.00032878
0.898936,0.000326852
0.904831,0.000324945
0.910765,0.000323065
0.916738,0.000321208
0.922751,0.000319378
0.928802,0.000317572
0.934894,0.00031579
0.941025,0.000314032
0.947197,0.000312301
0.953409,0.000310592
0.959662,0.000308909
0.965955,0.000307251
0.972291,0.000305615
0.978667,0.000304007
0.985086,0.00030242
0.991546,0.00030086
0.998049,0.000299325
1.00459,0.000297812
1.01118,0.000296324
1.01781,0.000294861
1.02449,0.000293423
1.03121,0.000292008
1.03797,0.000290619
1.04478,0.000289253
1.05163,0.000287912
1.05853,0.000286596
1.06547,0.000285305
1.07246,0.000284039
1.07949,0.000282797
1.08657,0.000281581
1.0937,0.000280389
1.10087,0.000279223
1.10809,0.000278081
1.11536,0.000276966
1.12267,0.000275875
1.13004,0.00027481
1.13745,0.000273771
1.14491,0.000272757
1.15242,0.000271768
1.15997,0.000270807
1.16758,0.000269872
1.17524,0.000268963
1.18295,0.000268081
1.1907,0.000267225
1.19851,0.000266397
1.20637,0.000265595
1.21428,0.00026482
1.22225,0.000264074
1.23026,0.000263354
1.23833,0.000262662
1.24645,0.000261999
1.25463,0.000261364
1.26286,0.000260758
1.27114,0.000260182
1.27948,0.000259634
1.28787,0.000259115
1.29631,0.000258626
1.30482,0.000258167
1.31337,0.000257738
1.32199,0.00025734
1.33066,0.000256973
1.33938,0.000256636
1.34817,0.000256332
1.35701,0.00025606
1.36591,0.00025582
1.37487,0.000255611
1.38388,0.000255438
1.39296,0.000255297
1.4021,0.000255189
1.41129,0.000255117
1.42055,0.000255079
1.42986,0.000255076
1.43924,0.000255108
1.44868,0.000255176
1.45818,0.000255281
1.46774,0.000255422
1.47737,0.000255601
1.48706,0.000255819
1.49681,0.000256075
1.50663,0.00025637
1.51651,0.000256705
1.52646,0.000257079
1.53647,0.000257494
1.54654,0.000257952
1.55669,0.00025845
1.5669,0.000258991
1.57717,0.000259575
1.58752,0.000260203
1.59793,0.000260876
1.60841,0.000261593
1.61895,0.000262356
1.62957,0.000263168
1.64026,0.000264027
1.65102,0.000264933
1.66185,0.000265889
1.67274,0.000266894
1.68371,0.000267949
1.69476,0.000269055
1.70587,0.000270215
1.71706,0.000271426
1.72832,0.000272693
1.73966,0.000274013
1.75106,0.00027539
1.76255,0.000276824
1.77411,0.000278317
1.78574,0.000279869
1.79746,0.000281479
1.80924,0.000283151
1.82111,0.000284885
1.83305,0.000286681
1.84507,0.000288543
1.85718,0.000290469
1.86936,0.000292462
1.88162,0.000294523
1.89396,0.000296652
1.90638,0.000298853
1.91888,0.000301125
1.93146,0.00030347
1.94413,0.000305891
1.95688,0.000308388
1.96972,0.000310961
1.98263,0.000313612
1.99564,0.000316344
2.00872,0.000319158
2.0219,0.000322054
2.03516,0.000325035
2.04851,0.000328103
2.06194,0.000331258
2.07546,0.000334505
2.08908,0.000337844
2.10278,0.000341278
2.11657,0.000344806
2.13045,0.000348431
2.14442,0.000352156
2.15848,0.000355982
2.17264,0.00035991
2.18689,0.000363944
2.20123,0.000368085
2.21567,0.000372336
2.2302,0.000376697
2.24483,0.000381173
2.25955,0.00038577
2.27437,0.000390483
2.28928,0.000395319
2.3043,0.000400277
2.31941,0.000405363
2.33462,0.000410578
2.34993,0.000415923
2.36534,0.000421403
2.38086,0.000427021
2.39647,0.000432778
2.41219,0.000438679
2.42801,0.000444723
2.44393,0.000450919
2.45996,0.00045727
2.47609,0.000463777
2.49233,0.000470444
2.50868,0.000477271
2.52513,0.000484266
2.54169,0.00049143
2.55836,0.000498766
2.57514,0.000506279
2.59203,0.000513973
2.60903,0.00052185
2.62614,0.000529919
2.64336,0.000538178
2.6607,0.000546634
2.67815,0.000555297
2.69571,0.000564165
2.71339,0.000573243
2.73119,0.000582539
2.7491,0.000592053
2.76713,0.000601793
2.78528,0.000611761
2.80354,0.000621964
2.82193,0.00063241
2.84044,0.000643098
2.85907,0.000654038
2.87782,0.000665237
2.89669,0.000676696
2.91569,0.000688434
2.93481,0.000700443
2.95406,0.000712738
2.97343,0.000725318
2.99293,0.000738191
3.01256,0.000751367
3.03232,0.000764852
3.0522,0.000778649
3.07222,0.000792774
3.09237,0.000807225
3.11265,0.000822015
3.13307,0.00083715
3.15361,0.000852639
3.1743,0.000868505
3.19511,0.000884736
3.21607,0.000901349
3.23716,0.000918349
3.25839,0.000935748
3.27976,0.000953564
3.30127,0.000971789
3.32292,0.000990435
3.34471,0.00100953
3.36665,0.00102907
3.38873,0.00104906
3.41095,0.00106953
3.43332,0.0010905
3.45584,0.00111195
3.47851,0.00113391
3.50132,0.0011564
3.52428,0.00117942
3.5474,0.00120298
3.57066,0.0012271
3.59408,0.00125179
3.61765,0.00127707
3.64138,0.00130295
3.66526,0.00132945
3.6893,0.00135657
3.71349,0.00138435
3.73785,0.00141281
3.76236,0.00144194
3.78703,0.00147178
3.81187,0.00150234
3.83687,0.00153364
3.86203,0.00156569
3.88736,0.00159851
3.91286,0.00163213
3.93852,0.00166656
3.96435,0.00170184
3.99035,0.00173798
4.01652,0.00177499
4.04286,0.0018129
4.06938,0.00185177
4.09606,0.00189162
4.12293,0.00193242
4.14997,0.00197425
4.17718,0.00201709
4.20458,0.002061
4.23215,0.00210601
4.25991,0.00215213
4.28785,0.00219942
4.31597,0.00224787
4.34428,0.00229755
4.37277,0.00234849
4.40144,0.00240071
4.43031,0.00243292
4.45937,0.00250106
4.48861,0.00257156
4.51805,0.00264452
4.54768,0.00272005
4.57751,0.00279825
4.60753,0.00287923
4.63775,0.00296309
4.66816,0.00304997
4.69878,0.00313999
4.72959,0.00323327
4.76061,0.00332995
4.79183,0.00343024
4.82326,0.00353426
4.85489,0.00364215
4.88673,0.00375406
4.91878,0.00387017
4.95104,0.00399066
4.98351,0.00411572
5.01619,0.00424555
5.04909,0.00438035
5.08221,0.00452035
5.11554,0.00466578
5.14909,0.00481687
5.18286,0.00497388
5.21685,0.00513722
5.25106,0.00530706
5.2855,0.00548366
5.32016,0.00566735
5.35506,0.00585844
5.39018,0.00605728
5.42553,0.00626422
5.46111,0.00647964
5.49692,0.00670394
5.53298,0.00693753
5.56926,0.00718085
5.60579,0.00743436
5.64255,0.00769858
5.67956,0.00797425
5.71681,0.00826167
5.7543,0.00856143
5.79204,0.00887411
5.83003,0.00920034
5.86826,0.0095408
5.90675,0.00989619
5.94549,0.0102672
5.98448,0.0106548
6.02373,0.0110595
6.06323,0.0114825
6.103,0.0119245
6.14302,0.0123867
6.18331,0.0128703
6.22386,0.0133762
6.26468,0.0139054
6.30577,0.0144591
6.34712,0.0150388
6.38875,0.0156456
6.43065,0.0162811
6.47282,0.0169468
6.51527,0.0176443
6.558,0.0183752
6.60101,0.0191415
6.64431,0.019945
6.68788,0.0207883
6.73174,0.0216735
6.77589,0.0226025
6.82033,0.0235777
6.86506,0.0246017
6.91008,0.0256773
6.9554,0.0268073
7.00102,0.0279949
7.04693,0.0292432
7.09315,0.0305558
7.13967,0.0319364
7.18649,0.0333889
7.23363,0.0349175
7.28107,0.0365281
7.32882,0.0382247
7.37688,0.0400118
7.42526,0.0418949
7.47396,0.0438796
7.52298,0.0459721
7.57232,0.0481789
7.62198,0.050507
7.67197,0.0529636
7.72228,0.0555568
7.77293,0.0582949
7.8239,0.0611869
7.87522,0.0642425
7.92686,0.067476
7.97885,0.0708949
8.03118,0.0745109
8.08385,0.0783365
8.13687,0.0823852
8.19023,0.0866713
8.24395,0.0912102
8.29801,0.0960184
8.35243,0.101114
8.40721,0.106515
8.46235,0.112242
8.51785,0.118317
8.57371,0.124765
8.62994,0.131617
8.68654,0.138894
8.74351,0.146623
8.80085,0.154838
8.85857,0.163569
8.91667,0.172855
8.97515,0.182732
9.03401,0.193243
9.09326,0.204433
9.1529,0.216348
9.21292,0.229042
9.27334,0.242569
9.33416,0.256999
9.39538,0.272402
9.457,0.288838
9.51902,0.306381
9.58145,0.325113
9.64429,0.345123
9.70754,0.366505
9.7712,0.389362
9.83529,0.413805
9.89979,0.439955
9.96472,0.467943
10.0301,0.49948
36.5946,0.48396
36.8346,0.463481
37.0762,0.444002
37.3194,0.425585
37.5641,0.408543
37.8105,0.391501
38.0585,0.375822
38.3081,0.360213
38.5593,0.346608
38.8122,0.332995
39.0667,0.320493
39.3229,0.308317
39.5808,0.297115
39.8404,0.28597
40.1017,0.275638
40.3647,0.2659
40.6294,0.257162
40.8959,0.248567
