wl,Al2O3_k
41.1641,0.240264
41.4341,0.232959
41.7058,0.227
41.9793,0.223236
42.2547,0.218047
42.5318,0.212496
42.8107,0.208627
43.0915,0.203758
43.3741,0.198888
43.6586,0.19437
43.9449,0.190093
44.2331,0.185845
44.5232,0.181624
44.8152,0.17743
45.1091,0.173264
45.4049,0.169125
45.7027,0.165682
46.0025,0.162283
46.3042,0.158906
46.6078,0.155552
46.9135,0.152218
47.2212,0.148907
47.5309,0.145617
47.8426,0.142354
48.1564,0.139118
48.4722,0.135903
48.7901,0.132709
49.1101,0.129536
49.4322,0.126383
49.7563,0.123251
50.0827,0.120289
50.4111,0.117735
50.7417,0.115198
51.0745,0.112677
51.4095,0.110173
51.7466,0.107685
52.086,0.105213
52.4276,0.102757
52.7715,0.100545
53.1176,0.0984494
53.4659,0.0963671
53.8166,0.0942983
54.1695,0.092243
54.5248,0.0902012
54.8824,0.0881726
55.2423,0.0861572
55.6046,0.0841584
55.9693,0.0823182
56.3363,0.08049
56.7058,0.0786738
57.0777,0.0768693
57.4521,0.0750766
57.8288,0.0732956
58.2081,0.0715262
58.5899,0.0697684
58.9741,0.0682219
59.3609,0.0668416
59.7502,0.0654703
60.1421,0.0641079
60.5365,0.0627544
60.9335,0.0614098
61.3331,0.0600738
61.7354,0.0587466
62.1403,0.0574281
62.5478,0.0561181
62.958,0.0548966
63.3709,0.053699
63.7865,0.0525093
64.2048,0.0513273
64.6259,0.050153
65.0498,0.0489864
65.4764,0.0478273
65.9058,0.0466758
66.338,0.0455319
66.7731,0.0444416
67.211,0.0434838
67.6518,0.0425323
68.0955,0.041587
68.5421,0.0406479
68.9916,0.0397149
69.4441,0.0387879
69.8995,0.037867
70.358,0.0369521
70.8194,0.0360432
71.2838,0.0351535
71.7514,0.0344561
72.2219,0.0337633
72.6956,0.033075
73.1723,0.0323911
73.6522,0.0317118
74.1353,0.0310368
74.6215,0.0303663
75.1109,0.0297001
75.6035,0.0290383
76.0993,0.0283807
76.5984,0.0277275
77.1008,0.0270914
77.6064,0.0265152
78.1154,0.0259427
78.6277,0.0253739
79.1434,0.0248088
79.6624,0.0242475
80.1849,0.0236897
80.7107,0.0231357
81.2401,0.0225852
81.7729,0.0220383
82.3092,0.021495
82.849,0.0209552
83.3923,0.020481
83.9392,0.0201307
84.4897,0.0197828
85.0439,0.0194371
85.6016,0.0190937
86.163,0.0187526
86.7281,0.0184136
87.2969,0.0180769
87.8694,0.0177423
88.4457,0.0174099
89.0258,0.0170797
89.6096,0.0167517
90.1973,0.0164258
90.7889,0.016102
91.3843,0.0157841
91.9836,0.0154747
92.5869,0.0151673
93.1941,0.014862
93.8053,0.0145586
94.4205,0.0142572
95.0397,0.0139577
95.663,0.0136603
96.2904,0.0133647
96.9219,0.0130711
97.5576,0.0127794
98.1974,0.0124896
98.8414,0.0122016
99.4897,0.0119156
100.142,0.0116489
100.799,0.0114385
101.46,0.0112294
102.125,0.0110218
102.795,0.0108155
103.469,0.0106105
104.148,0.0104068
104.831,0.0102045
105.518,0.0100035
106.211,0.00980385
106.907,0.00960547
107.608,0.00940838
108.314,0.00921258
109.024,0.00901805
109.739,0.00882478
110.459,0.00863278
111.183,0.00848146
111.913,0.00835034
112.647,0.00822007
113.385,0.00809066
114.129,0.00796208
114.878,0.00783435
115.631,0.00770744
116.389,0.00758136
117.153,0.00745611
117.921,0.00733167
118.694,0.00720804
119.473,0.00708522
120.256,0.0069632
121.045,0.00684197
121.839,0.00672153
122.638,0.00660188
123.442,0.006483
124.252,0.0063649
125.067,0.00625095
125.887,0.00616605
126.712,0.00608169
127.544,0.00599789
128.38,0.00591464
129.222,0.00583192
130.069,0.00574975
130.922,0.00566811
131.781,0.005587
132.645,0.00550642
133.515,0.00542637
134.391,0.00534684
135.272,0.00526782
136.159,0.00518932
137.052,0.00511134
137.951,0.00503386
138.856,0.00495688
139.767,0.00488041
140.683,0.00480443
141.606,0.00472895
142.535,0.00465397
143.469,0.00459559
144.41,0.00454519
145.358,0.00449511
146.311,0.00444536
147.27,0.00439594
148.236,0.00434684
149.208,0.00429806
150.187,0.0042496
151.172,0.00420145
152.163,0.00415361
153.161,0.00410609
154.166,0.00405888
155.177,0.00401197
156.195,0.00396537
157.219,0.00391908
158.25,0.00387308
159.288,0.00382739
160.333,0.00378199
161.384,0.00373689
162.443,0.00369208
163.508,0.00364757
164.58,0.00360334
165.66,0.00355941
166.746,0.00351713
167.84,0.00348783
168.94,0.00345872
170.048,0.0034298
171.164,0.00340107
172.286,0.00337252
173.416,0.00334416
174.553,0.00331599
175.698,0.003288
176.85,0.00326019
178.01,0.00323256
179.178,0.00320511
180.353,0.00317784
181.536,0.00315075
182.726,0.00312384
183.925,0.0030971
185.131,0.00307053
186.345,0.00304414
187.567,0.00301792
188.797,0.00299187
190.036,0.00296599
191.282,0.00294028
192.536,0.00291474
193.799,0.00288936
195.07,0.00286415
196.349,0.00283911
197.637,0.00281422
198.933,0.0027895
200.238,0.00276453
201.551,0.00273818
202.873,0.002712
204.204,0.00268599
205.543,0.00266015
206.891,0.00263448
208.248,0.00260897
209.613,0.00258363
210.988,0.00255846
212.372,0.00253345
213.765,0.0025086
215.167,0.00248392
216.578,0.00245939
217.998,0.00243503
219.428,0.00241082
220.867,0.00238677
222.315,0.00236288
223.774,0.00233915
225.241,0.00231557
226.718,0.00229214
228.205,0.00226886
229.702,0.00224574
231.208,0.00222277
232.725,0.00219995
234.251,0.00217727
235.787,0.00215475
237.334,0.00213237
238.89,0.00211013
240.457,0.00208804
242.034,0.0020661
243.621,0.0020443
245.219,0.00202264
246.827,0.00200112
248.446,0.00197974
250.075,0.00195909
251.715,0.00194633
253.366,0.00193365
255.028,0.00192105
256.701,0.00190853
258.384,0.0018961
260.079,0.00188374
261.784,0.00187147
263.501,0.00185927
265.229,0.00184716
266.969,0.00183512
268.72,0.00182317
270.482,0.00181129
272.256,0.00179949
274.042,0.00178776
275.839,0.00177611
277.648,0.00176454
279.469,0.00175304
281.302,0.00174162
283.146,0.00173027
285.003,0.001719
286.873,0.0017078
288.754,0.00169667
290.648,0.00168562
292.554,0.00167463
294.473,0.00166372
296.404,0.00165288
298.348,0.00164211
300.304,0.00163141
302.274,0.00162078
304.256,0.00161022
306.252,0.00159973
308.26,0.00158931
310.282,0.00157895
312.317,0.00156867
314.365,0.00155845
316.427,0.00154829
318.502,0.0015382
320.591,0.00152818
322.694,0.00151822
324.81,0.00150833
326.94,0.0014985
329.084,0.00148874
331.243,0.00147904
333.415,0.0014694
335.602,0.00145983
337.803,0.00145032
340.018,0.00144087
342.248,0.00143148
344.493,0.00142215
346.752,0.00141289
349.026,0.00140368
351.315,0.00139453
353.619,0.00138545
355.938,0.00137642
358.273,0.00136745
360.622,0.00135854
362.987,0.00134969
365.368,0.0013409
367.764,0.00133216
370.176,0.00132348
372.604,0.00131486
375.048,0.00130629
377.507,0.00129778
379.983,0.00128932
382.475,0.00128092
384.984,0.00127258
387.508,0.00126428
390.05,0.00125605
392.608,0.00124786
395.183,0.00123973
397.775,0.00123166
400.383,0.00122363
403.009,0.00121566
405.652,0.00120774
408.313,0.00119987
410.99,0.00119205
413.686,0.00118428
416.399,0.00117657
419.13,0.0011689
421.879,0.00116128
424.645,0.00115372
427.43,0.0011462
430.234,0.00113873
433.055,0.00113131
435.895,0.00112394
438.754,0.00111662
441.632,0.00110934
444.528,0.00110211
447.443,0.00109493
450.378,0.0010878
453.332,0.00108071
456.305,0.00107367
459.297,0.00106667
462.31,0.00105972
465.342,0.00105282
468.394,0.00104596
471.465,0.00103915
474.557,0.00103237
477.67,0.00102565
480.802,0.00101897
483.956,0.00101233
487.13,0.00100573
490.324,0.000999177
493.54,0.000992667
496.777,0.000986199
500.035,0.000979773
503.314,0.000973389
506.615,0.000967047
509.938,0.000960746
513.282,0.000954486
516.649,0.000948267
520.037,0.000942089
523.448,0.00093595
526.88,0.000929852
530.336,0.000923794
533.814,0.000917775
537.315,0.000911795
540.839,0.000905854
544.386,0.000899952
547.956,0.000894088
551.55,0.000888262
555.167,0.000882475
558.808,0.000876725
562.473,0.000871012
566.162,0.000865337
569.875,0.000859699
573.612,0.000854098
577.374,0.000848533
581.161,0.000843004
584.972,0.000837511
588.809,0.000832054
592.671,0.000826633
596.557,0.000821247
600.47,0.000815896
604.408,0.00081058
608.372,0.000805298
612.362,0.000800051
616.378,0.000794839
620.42,0.00078966
624.489,0.000784515
628.585,0.000779403
632.707,0.000774325
636.857,0.000769279
641.034,0.000764267
645.238,0.000759287
649.469,0.00075434
653.729,0.000749425
658.016,0.000744542
662.332,0.000739691
666.676,0.000734872
671.048,0.000730083
675.449,0.000725326
679.879,0.000720601
684.338,0.000715905
688.826,0.000711241
693.343,0.000706607
697.89,0.000702003
702.468,0.000697429
707.075,0.000692884
711.712,0.00068837
716.379,0.000683885
721.078,0.000679429
725.807,0.000675002
730.567,0.000670604
735.358,0.000666234
740.181,0.000661894
745.035,0.000657581
749.922,0.000653296
754.84,0.00064904
759.79,0.000644811
764.773,0.000640609
769.789,0.000636435
774.837,0.000632289
779.919,0.000628169
785.034,0.000624076
790.183,0.00062001
795.365,0.00061597
800.581,0.000611957
805.832,0.000607969
811.117,0.000604008
816.436,0.000600073
821.791,0.000596163
827.18,0.000592278
832.605,0.000588419
838.066,0.000584585
843.562,0.000580776
849.094,0.000576992
854.663,0.000573233
860.268,0.000569498
865.91,0.000565787
871.589,0.000562101
877.305,0.000558438
883.059,0.0005548
888.85,0.000551185
894.68,0.000547594
900.548,0.000544026
906.454,0.000540481
912.398,0.000536959
918.382,0.000533461
924.405,0.000529985
930.468,0.000526532
936.57,0.000523101
942.713,0.000519693
948.895,0.000516307
955.118,0.000512943
961.382,0.0005096
967.688,0.00050628
974.034,0.000502981
980.422,0.000499704
986.852,0.000496448
993.324,0.000493214
