wl,Ag_n,PDMS_n
9.660000,9.374286,1.593525
9.670000,9.393000,1.597647
9.680000,9.411133,1.610291
9.690000,9.429267,1.618812
9.700000,9.447400,1.627334
9.710000,9.465533,1.635855
9.720000,9.483667,1.644376
9.730000,9.501800,1.652897
9.740000,9.519933,1.661419
9.750000,9.538067,1.683032
9.760000,9.556200,1.696125
9.770000,9.574333,1.709218
9.780000,9.592467,1.722310
9.790000,9.610600,1.735402
9.800000,9.628733,1.748495
9.810000,9.646867,1.761588
9.820000,9.665000,1.783191
9.830000,9.684000,1.791702
9.840000,9.703000,1.800213
9.850000,9.722000,1.808724
9.860000,9.741000,1.817236
9.870000,9.760000,1.825747
9.880000,9.779000,1.834258
9.890000,9.798000,1.842769
9.900000,9.817000,1.849889
9.910000,9.836000,1.848498
9.920000,9.855000,1.847107
9.930000,9.874000,1.845716
9.940000,9.893000,1.844324
9.950000,9.912000,1.842933
9.960000,9.931000,1.841542
9.970000,9.950000,1.840151
9.980000,9.968750,1.830595
9.990000,9.987500,1.822430
10.000000,10.006250,1.814265
10.010000,10.025000,1.806100
10.020000,10.043750,1.797935
10.030000,10.062500,1.789770
10.040000,10.081250,1.781605
10.050000,10.100000,1.766390
10.060000,10.118750,1.759340
10.070000,10.137500,1.752290
10.080000,10.156250,1.745240
10.090000,10.175000,1.738190
10.100000,10.193750,1.731140
10.110000,10.212500,1.724090
10.120000,10.231250,1.717040
10.130000,10.250000,1.704463
10.140000,10.269375,1.698937
10.150000,10.288750,1.693410
10.160000,10.308125,1.687883
10.170000,10.327500,1.682357
10.180000,10.346875,1.676830
10.190000,10.366250,1.671303
10.200000,10.385625,1.665777
10.210000,10.405000,1.655661
10.220000,10.424375,1.651072
10.230000,10.443750,1.646483
10.240000,10.463125,1.641894
10.250000,10.482500,1.637306
10.260000,10.501875,1.632717
10.270000,10.521250,1.628128
10.280000,10.540625,1.623539
10.290000,10.560000,1.615009
10.300000,10.580000,1.611068
10.310000,10.600000,1.607127
10.320000,10.620000,1.603186
10.330000,10.640000,1.599244
10.340000,10.660000,1.595303
10.350000,10.680000,1.591362
10.360000,10.700000,1.587421
10.370000,10.720000,1.583480
10.380000,10.740000,1.580138
10.390000,10.760000,1.576796
10.400000,10.780000,1.573453
10.410000,10.800000,1.570111
10.420000,10.820000,1.566769
10.430000,10.840000,1.563427
10.440000,10.860000,1.560084
10.450000,10.880000,1.556742
10.460000,10.900000,1.550420
10.470000,10.920000,1.547440
10.480000,10.940000,1.544460
10.490000,10.960000,1.541480
10.500000,10.980000,1.538500
10.510000,11.000000,1.535520
10.520000,11.020000,1.532540
10.530000,11.040000,1.529560
10.540000,11.060000,1.524056
10.550000,11.080000,1.521532
10.560000,11.100000,1.519008
10.570000,11.120000,1.516484
10.580000,11.140000,1.513960
10.590000,11.160000,1.511436
10.600000,11.180000,1.508912
10.610000,11.200000,1.506388
10.620000,11.220000,1.503864
10.630000,11.240000,1.498869
10.640000,11.260000,1.496398
10.650000,11.280000,1.493927
10.660000,11.300000,1.491456
10.670000,11.320000,1.488985
10.680000,11.340000,1.486514
10.690000,11.360000,1.484043
10.700000,11.380000,1.481572
10.710000,11.400000,1.479101
10.720000,11.420000,1.474066
10.730000,11.440000,1.471502
10.740000,11.460000,1.468938
10.750000,11.480000,1.466374
10.760000,11.500000,1.463810
10.770000,11.520000,1.461246
10.780000,11.540000,1.458682
10.790000,11.560000,1.456118
10.800000,11.580000,1.453554
10.810000,11.600556,1.448872
10.820000,11.621111,1.446754
10.830000,11.641667,1.444636
10.840000,11.662222,1.442518
10.850000,11.682778,1.440400
10.860000,11.703333,1.438282
10.870000,11.723889,1.436164
10.880000,11.744444,1.434046
10.890000,11.765000,1.431928
10.900000,11.785556,1.428394
10.910000,11.806111,1.426978
10.920000,11.826667,1.425562
10.930000,11.847222,1.424146
10.940000,11.867778,1.422730
10.950000,11.888333,1.421314
10.960000,11.908889,1.419898
10.970000,11.929444,1.418482
10.980000,11.950000,1.417066
10.990000,11.970526,1.413812
11.000000,11.991053,1.411974
11.010000,12.011579,1.410136
11.020000,12.032105,1.408298
11.030000,12.052632,1.406460
11.040000,12.073158,1.404622
11.050000,12.093684,1.402784
11.060000,12.114211,1.400946
11.070000,12.134737,1.399108
11.080000,12.155263,1.394455
11.090000,12.175789,1.391639
11.100000,12.196316,1.388824
11.110000,12.216842,1.386008
11.120000,12.237368,1.383193
11.130000,12.257895,1.380377
11.140000,12.278421,1.377562
11.150000,12.298947,1.374746
11.160000,12.319474,1.371931
11.170000,12.340000,1.369115
11.180000,12.360500,1.362962
11.190000,12.381000,1.359624
11.200000,12.401500,1.356285
11.210000,12.422000,1.352947
11.220000,12.442500,1.349609
11.230000,12.463000,1.346271
11.240000,12.483500,1.342933
11.250000,12.504000,1.339595
11.260000,12.524500,1.336256
11.270000,12.545000,1.332918
11.280000,12.565500,1.326725
11.290000,12.586000,1.323870
11.300000,12.606500,1.321015
11.310000,12.627000,1.318160
11.320000,12.647500,1.315305
11.330000,12.668000,1.312450
11.340000,12.688500,1.309595
11.350000,12.709000,1.306740
11.360000,12.729500,1.303885
11.370000,12.750000,1.301030
11.380000,12.771500,1.301216
11.390000,12.793000,1.301403
11.400000,12.814500,1.301589
11.410000,12.836000,1.301775
11.420000,12.857500,1.301962
11.430000,12.879000,1.302148
11.440000,12.900500,1.302335
11.450000,12.922000,1.302521
11.460000,12.943500,1.302707
11.470000,12.965000,1.302894
11.480000,12.986500,1.305150
11.490000,13.008000,1.307220
11.500000,13.029500,1.309290
11.510000,13.051000,1.311360
11.520000,13.072500,1.313430
11.530000,13.094000,1.315500
11.540000,13.115500,1.317570
11.550000,13.137000,1.319640
11.560000,13.158500,1.321710
11.570000,13.180000,1.323780
11.580000,13.201429,1.326408
11.590000,13.222857,1.326966
11.600000,13.244286,1.327525
11.610000,13.265714,1.328083
11.620000,13.287143,1.328641
11.630000,13.308571,1.329199
11.640000,13.330000,1.329757
11.650000,13.351429,1.330315
11.660000,13.372857,1.330874
11.670000,13.394286,1.331432
11.680000,13.415714,1.332003
11.690000,13.437143,1.332017
11.700000,13.458571,1.332030
11.710000,13.480000,1.332043
11.720000,13.501429,1.332057
11.730000,13.522857,1.332070
11.740000,13.544286,1.332083
11.750000,13.565714,1.332097
11.760000,13.587143,1.332110
11.770000,13.608571,1.332123
11.780000,13.630000,1.332137
11.790000,13.651364,1.332213
11.800000,13.672727,1.332275
11.810000,13.694091,1.332337
11.820000,13.715455,1.332400
11.830000,13.736818,1.332462
11.840000,13.758182,1.332525
11.850000,13.779545,1.332588
11.860000,13.800909,1.332650
11.870000,13.822273,1.332712
11.880000,13.843636,1.332775
11.890000,13.865000,1.332837
11.900000,13.886364,1.328968
11.910000,13.907727,1.325037
11.920000,13.929091,1.321105
11.930000,13.950455,1.317173
11.940000,13.971818,1.313242
11.950000,13.993182,1.309310
11.960000,14.014545,1.305378
11.970000,14.035909,1.301447
11.980000,14.057273,1.297515
11.990000,14.078636,1.293583
12.000000,14.100000,1.289652
12.010000,14.121739,1.281188
12.020000,14.143478,1.276657
12.030000,14.165217,1.272125
12.040000,14.186957,1.267593
12.050000,14.208696,1.263062
12.060000,14.230435,1.258530
12.070000,14.252174,1.253998
12.080000,14.273913,1.249467
12.090000,14.295652,1.244935
12.100000,14.317391,1.240403
12.110000,14.339130,1.235872
12.120000,14.360870,1.233166
12.130000,14.382609,1.234992
12.140000,14.404348,1.236818
12.150000,14.426087,1.238643
12.160000,14.447826,1.240469
12.170000,14.469565,1.242295
12.180000,14.491304,1.244121
12.190000,14.513043,1.245947
12.200000,14.534783,1.247772
12.210000,14.556522,1.249598
12.220000,14.578261,1.251424
12.230000,14.600000,1.262331
12.240000,14.622609,1.271412
12.250000,14.645217,1.280492
12.260000,14.667826,1.289573
12.270000,14.690435,1.298654
12.280000,14.713043,1.307735
12.290000,14.735652,1.316815
12.300000,14.758261,1.325896
12.310000,14.780870,1.334977
12.320000,14.803478,1.344058
12.330000,14.826087,1.353138
12.340000,14.848696,1.362219
12.350000,14.871304,1.389248
12.360000,14.893913,1.407195
12.370000,14.916522,1.425143
12.380000,14.939130,1.443091
12.390000,14.961739,1.461038
12.400000,14.984348,1.478986
12.410000,15.006957,1.496934
12.420000,15.029565,1.514882
12.430000,15.052174,1.532829
12.440000,15.074783,1.550777
12.450000,15.097391,1.568725
12.460000,15.120000,1.586672
12.470000,15.142000,1.624538
12.480000,15.164000,1.644455
12.490000,15.186000,1.664373
12.500000,15.208000,1.684291
12.510000,15.230000,1.704208
12.520000,15.252000,1.724126
12.530000,15.274000,1.744044
12.540000,15.296000,1.763962
12.550000,15.318000,1.783879
12.560000,15.340000,1.803797
12.570000,15.362000,1.823715
12.580000,15.384000,1.843632
12.590000,15.406000,1.871172
12.600000,15.428000,1.878793
12.610000,15.450000,1.886415
12.620000,15.472000,1.894036
12.630000,15.494000,1.901658
12.640000,15.516000,1.909279
12.650000,15.538000,1.916901
12.660000,15.560000,1.924522
12.670000,15.582000,1.932144
12.680000,15.604000,1.939765
12.690000,15.626000,1.947387
12.700000,15.648000,1.955008
12.710000,15.670000,1.957738
12.720000,15.693200,1.952846
12.730000,15.716400,1.947954
12.740000,15.739600,1.943061
12.750000,15.762800,1.938169
12.760000,15.786000,1.933277
12.770000,15.809200,1.928385
12.780000,15.832400,1.923493
12.790000,15.855600,1.918601
12.800000,15.878800,1.913709
12.810000,15.902000,1.908816
12.820000,15.925200,1.903924
12.830000,15.948400,1.899032
12.840000,15.971600,1.887168
12.850000,15.994800,1.880196
12.860000,16.018000,1.873224
12.870000,16.041200,1.866251
12.880000,16.064400,1.859279
12.890000,16.087600,1.852307
12.900000,16.110800,1.845335
12.910000,16.134000,1.838363
12.920000,16.157200,1.831391
12.930000,16.180400,1.824419
12.940000,16.203600,1.817446
12.950000,16.226800,1.810474
12.960000,16.250000,1.803502
12.970000,16.272963,1.792106
12.980000,16.295926,1.787683
12.990000,16.318889,1.783259
13.000000,16.341852,1.778836
13.010000,16.364815,1.774412
13.020000,16.387778,1.769989
13.030000,16.410741,1.765565
13.040000,16.433704,1.761141
13.050000,16.456667,1.756718
13.060000,16.479630,1.752294
13.070000,16.502593,1.747871
13.080000,16.525556,1.743447
13.090000,16.548519,1.739024
13.100000,16.571481,1.733007
13.110000,16.594444,1.731414
13.120000,16.617407,1.729821
13.130000,16.640370,1.728229
13.140000,16.663333,1.726636
13.150000,16.686296,1.725043
13.160000,16.709259,1.723450
13.170000,16.732222,1.721857
13.180000,16.755185,1.720264
13.190000,16.778148,1.718671
13.200000,16.801111,1.717079
13.210000,16.824074,1.715486
13.220000,16.847037,1.713893
13.230000,16.870000,1.711183
13.240000,16.894074,1.710065
13.250000,16.918148,1.708948
13.260000,16.942222,1.707831
13.270000,16.966296,1.706713
13.280000,16.990370,1.705596
13.290000,17.014444,1.704479
13.300000,17.038519,1.703361
13.310000,17.062593,1.702244
13.320000,17.086667,1.701127
13.330000,17.110741,1.700009
13.340000,17.134815,1.698892
13.350000,17.158889,1.697775
13.360000,17.182963,1.696657
13.370000,17.207037,1.693491
13.380000,17.231111,1.691443
13.390000,17.255185,1.689394
13.400000,17.279259,1.687345
13.410000,17.303333,1.685297
13.420000,17.327407,1.683248
13.430000,17.351481,1.681199
13.440000,17.375556,1.679151
13.450000,17.399630,1.677102
13.460000,17.423704,1.675053
13.470000,17.447778,1.673005
13.480000,17.471852,1.670956
13.490000,17.495926,1.668907
13.500000,17.520000,1.666859
13.510000,17.543448,1.662845
13.520000,17.566897,1.660879
13.530000,17.590345,1.658914
13.540000,17.613793,1.656949
13.550000,17.637241,1.654983
13.560000,17.660690,1.653018
13.570000,17.684138,1.651053
13.580000,17.707586,1.649087
13.590000,17.731034,1.647122
13.600000,17.754483,1.645157
13.610000,17.777931,1.643191
13.620000,17.801379,1.641226
13.630000,17.824828,1.639261
13.640000,17.848276,1.637295
13.650000,17.871724,1.633827
13.660000,17.895172,1.632325
13.670000,17.918621,1.630822
13.680000,17.942069,1.629319
13.690000,17.965517,1.627817
13.700000,17.988966,1.626314
13.710000,18.012414,1.624811
13.720000,18.035862,1.623309
13.730000,18.059310,1.621806
13.740000,18.082759,1.620303
13.750000,18.106207,1.618801
13.760000,18.129655,1.617298
13.770000,18.153103,1.615795
13.780000,18.176552,1.614293
13.790000,18.200000,1.612790
13.800000,18.224333,1.611346
13.810000,18.248667,1.609902
13.820000,18.273000,1.608458
13.830000,18.297333,1.607014
13.840000,18.321667,1.605570
13.850000,18.346000,1.604126
13.860000,18.370333,1.602682
13.870000,18.394667,1.601238
13.880000,18.419000,1.599794
13.890000,18.443333,1.598350
13.900000,18.467667,1.596906
13.910000,18.492000,1.595462
13.920000,18.516333,1.594018
13.930000,18.540667,1.592574
13.940000,18.565000,1.590216
13.950000,18.589333,1.589303
13.960000,18.613667,1.588389
13.970000,18.638000,1.587475
13.980000,18.662333,1.586561
13.990000,18.686667,1.585647
14.000000,18.711000,1.584734
14.010000,18.735333,1.583820
14.020000,18.759667,1.582906
14.030000,18.784000,1.581993
14.040000,18.808333,1.581079
14.050000,18.832667,1.580165
14.060000,18.857000,1.579251
14.070000,18.881333,1.578337
14.080000,18.905667,1.577424
14.090000,18.930000,1.576513
14.100000,18.954839,1.576516
14.110000,18.979677,1.576519
14.120000,19.004516,1.576522
14.130000,19.029355,1.576525
14.140000,19.054194,1.576528
14.150000,19.079032,1.576531
14.160000,19.103871,1.576534
14.170000,19.128710,1.576536
14.180000,19.153548,1.576539
14.190000,19.178387,1.576542
14.200000,19.203226,1.576545
14.210000,19.228065,1.576548
14.220000,19.252903,1.576551
14.230000,19.277742,1.576554
14.240000,19.302581,1.576557
14.250000,19.327419,1.576855
14.260000,19.352258,1.577149
14.270000,19.377097,1.577444
14.280000,19.401935,1.577739
14.290000,19.426774,1.578034
14.300000,19.451613,1.578328
14.310000,19.476452,1.578623
14.320000,19.501290,1.578918
14.330000,19.526129,1.579212
14.340000,19.550968,1.579507
14.350000,19.575806,1.579802
14.360000,19.600645,1.580096
14.370000,19.625484,1.580391
14.380000,19.650323,1.580686
14.390000,19.675161,1.580981
14.400000,19.700000,1.581275
14.410000,19.724545,1.581801
14.420000,19.749091,1.582031
14.430000,19.773636,1.582262
14.440000,19.798182,1.582492
14.450000,19.822727,1.582723
14.460000,19.847273,1.582954
14.470000,19.871818,1.583184
14.480000,19.896364,1.583415
14.490000,19.920909,1.583645
14.500000,19.945455,1.583876
14.510000,19.970000,1.584106
14.520000,19.994545,1.584337
14.530000,20.019091,1.584568
14.540000,20.043636,1.584798
14.550000,20.068182,1.585029
14.560000,20.092727,1.585259
14.570000,20.117273,1.585436
14.580000,20.141818,1.585382
14.590000,20.166364,1.585328
14.600000,20.190909,1.585274
14.610000,20.215455,1.585219
14.620000,20.240000,1.585165
14.630000,20.264545,1.585111
14.640000,20.289091,1.585057
14.650000,20.313636,1.585003
14.660000,20.338182,1.584949
14.670000,20.362727,1.584895
14.680000,20.387273,1.584841
14.690000,20.411818,1.584786
14.700000,20.436364,1.584732
14.710000,20.460909,1.584678
14.720000,20.485455,1.584624
14.730000,20.510000,1.584570
14.740000,20.535294,1.584244
14.750000,20.560588,1.583917
14.760000,20.585882,1.583591
14.770000,20.611176,1.583264
14.780000,20.636471,1.582938
14.790000,20.661765,1.582611
14.800000,20.687059,1.582285
14.810000,20.712353,1.581958
14.820000,20.737647,1.581632
14.830000,20.762941,1.581305
14.840000,20.788235,1.580979
14.850000,20.813529,1.580652
14.860000,20.838824,1.580326
14.870000,20.864118,1.579999
14.880000,20.889412,1.579673
14.890000,20.914706,1.579346
14.900000,20.940000,1.579018
14.910000,20.965294,1.579016
14.920000,20.990588,1.579014
14.930000,21.015882,1.579012
14.940000,21.041176,1.579009
14.950000,21.066471,1.579007
14.960000,21.091765,1.579005
14.970000,21.117059,1.579003
14.980000,21.142353,1.579001
14.990000,21.167647,1.578999
15.000000,21.192941,1.578997
15.010000,21.218235,1.578995
15.020000,21.243529,1.578993
15.030000,21.268824,1.578991
15.040000,21.294118,1.578988
15.050000,21.319412,1.578986
15.060000,21.344706,1.578984
15.070000,21.370000,1.578982
15.080000,21.395556,1.578894
15.090000,21.421111,1.578809
15.100000,21.446667,1.578723
15.110000,21.472222,1.578638
15.120000,21.497778,1.578552
15.130000,21.523333,1.578467
15.140000,21.548889,1.578381
15.150000,21.574444,1.578296
15.160000,21.600000,1.578210
15.170000,21.625556,1.578124
15.180000,21.651111,1.578039
15.190000,21.676667,1.577953
15.200000,21.702222,1.577868
15.210000,21.727778,1.577782
15.220000,21.753333,1.577697
15.230000,21.778889,1.577611
15.240000,21.804444,1.577526
15.250000,21.830000,1.577440
15.260000,21.855556,1.576823
15.270000,21.881111,1.576206
15.280000,21.906667,1.575589
15.290000,21.932222,1.574973
15.300000,21.957778,1.574356
15.310000,21.983333,1.573739
15.320000,22.008889,1.573122
15.330000,22.034444,1.572505
15.340000,22.060000,1.571888
15.350000,22.085556,1.571272
15.360000,22.111111,1.570655
15.370000,22.136667,1.570038
15.380000,22.162222,1.569421
15.390000,22.187778,1.568804
15.400000,22.213333,1.568187
15.410000,22.238889,1.567571
15.420000,22.264444,1.566954
15.430000,22.290000,1.566337
15.440000,22.315789,1.564921
15.450000,22.341579,1.564122
15.460000,22.367368,1.563323
15.470000,22.393158,1.562524
15.480000,22.418947,1.561725
15.490000,22.444737,1.560926
15.500000,22.470526,1.560127
15.510000,22.496316,1.559328
15.520000,22.522105,1.558529
15.530000,22.547895,1.557731
15.540000,22.573684,1.556932
15.550000,22.599474,1.556133
15.560000,22.625263,1.555334
15.570000,22.651053,1.554535
15.580000,22.676842,1.553736
15.590000,22.702632,1.552937
15.600000,22.728421,1.552138
15.610000,22.754211,1.551339
15.620000,22.780000,1.549991
15.630000,22.805789,1.549443
15.640000,22.831579,1.548895
15.650000,22.857368,1.548346
15.660000,22.883158,1.547798
15.670000,22.908947,1.547249
15.680000,22.934737,1.546701
15.690000,22.960526,1.546152
15.700000,22.986316,1.545604
15.710000,23.012105,1.545055
15.720000,23.037895,1.544507
15.730000,23.063684,1.543958
15.740000,23.089474,1.543410
15.750000,23.115263,1.542861
15.760000,23.141053,1.542312
15.770000,23.166842,1.541764
15.780000,23.192632,1.541216
15.790000,23.218421,1.540667
15.800000,23.244211,1.540119
15.810000,23.270000,1.539233
15.820000,23.296667,1.538896
15.830000,23.323333,1.538559
15.840000,23.350000,1.538221
15.850000,23.376667,1.537884
15.860000,23.403333,1.537547
15.870000,23.430000,1.537210
15.880000,23.456667,1.536873
15.890000,23.483333,1.536536
15.900000,23.510000,1.536199
15.910000,23.536667,1.535861
15.920000,23.563333,1.535524
15.930000,23.590000,1.535187
15.940000,23.616667,1.534850
15.950000,23.643333,1.534513
15.960000,23.670000,1.534176
15.970000,23.696667,1.533839
15.980000,23.723333,1.533501
15.990000,23.750000,1.533164
16.000000,23.776667,1.532827
16.010000,23.803333,1.532129
16.020000,23.830000,1.531768
16.030000,23.856667,1.531407
16.040000,23.883333,1.531046
16.050000,23.910000,1.530685
16.060000,23.936667,1.530324
16.070000,23.963333,1.529963
16.080000,23.990000,1.529602
16.090000,24.016667,1.529241
16.100000,24.043333,1.528880
16.110000,24.070000,1.528520
16.120000,24.096667,1.528159
16.130000,24.123333,1.527798
16.140000,24.150000,1.527437
16.150000,24.176667,1.527076
16.160000,24.203333,1.526715
16.170000,24.230000,1.526354
16.180000,24.256667,1.525993
16.190000,24.283333,1.525632
16.200000,24.310000,1.525271
16.210000,24.336190,1.524561
16.220000,24.362381,1.524212
16.230000,24.388571,1.523863
16.240000,24.414762,1.523514
16.250000,24.440952,1.523165
16.260000,24.467143,1.522816
16.270000,24.493333,1.522467
16.280000,24.519524,1.522118
16.290000,24.545714,1.521769
16.300000,24.571905,1.521420
16.310000,24.598095,1.521070
16.320000,24.624286,1.520721
16.330000,24.650476,1.520372
16.340000,24.676667,1.520023
16.350000,24.702857,1.519674
16.360000,24.729048,1.519325
16.370000,24.755238,1.518976
16.380000,24.781429,1.518627
16.390000,24.807619,1.518278
16.400000,24.833810,1.517929
16.410000,24.860000,1.517514
16.420000,24.886190,1.517447
16.430000,24.912381,1.517381
16.440000,24.938571,1.517315
16.450000,24.964762,1.517248
16.460000,24.990952,1.517182
16.470000,25.017143,1.517115
16.480000,25.043333,1.517049
16.490000,25.069524,1.516983
16.500000,25.095714,1.516916
16.510000,25.121905,1.516850
16.520000,25.148095,1.516784
16.530000,25.174286,1.516717
16.540000,25.200476,1.516651
16.550000,25.226667,1.516585
16.560000,25.252857,1.516518
16.570000,25.279048,1.516452
16.580000,25.305238,1.516385
16.590000,25.331429,1.516319
16.600000,25.357619,1.516253
16.610000,25.383810,1.516186
16.620000,25.410000,1.515952
16.630000,25.437442,1.515783
16.640000,25.464884,1.515615
16.650000,25.492326,1.515447
16.660000,25.519767,1.515279
16.670000,25.547209,1.515110
16.680000,25.574651,1.514942
16.690000,25.602093,1.514774
16.700000,25.629535,1.514606
16.710000,25.656977,1.514437
16.720000,25.684419,1.514269
16.730000,25.711860,1.514101
16.740000,25.739302,1.513933
16.750000,25.766744,1.513764
16.760000,25.794186,1.513596
16.770000,25.821628,1.513428
16.780000,25.849070,1.513260
16.790000,25.876512,1.513091
16.800000,25.903953,1.512923
16.810000,25.931395,1.512755
16.820000,25.958837,1.512587
16.830000,25.986279,1.512418
16.840000,26.013721,1.511997
16.850000,26.041163,1.511743
16.860000,26.068605,1.511490
16.870000,26.096047,1.511236
16.880000,26.123488,1.510983
16.890000,26.150930,1.510729
16.900000,26.178372,1.510476
16.910000,26.205814,1.510222
16.920000,26.233256,1.509969
16.930000,26.260698,1.509715
16.940000,26.288140,1.509462
16.950000,26.315581,1.509208
16.960000,26.343023,1.508955
16.970000,26.370465,1.508701
16.980000,26.397907,1.508448
16.990000,26.425349,1.508194
17.000000,26.452791,1.507941
17.010000,26.480233,1.507687
17.020000,26.507674,1.507434
17.030000,26.535116,1.507180
17.040000,26.562558,1.506927
17.050000,26.590000,1.506673
17.060000,26.617391,1.506293
17.070000,26.644783,1.506165
17.080000,26.672174,1.506038
17.090000,26.699565,1.505910
17.100000,26.726957,1.505783
17.110000,26.754348,1.505655
17.120000,26.781739,1.505528
17.130000,26.809130,1.505400
17.140000,26.836522,1.505273
17.150000,26.863913,1.505145
17.160000,26.891304,1.505018
17.170000,26.918696,1.504890
17.180000,26.946087,1.504763
17.190000,26.973478,1.504635
17.200000,27.000870,1.504508
17.210000,27.028261,1.504380
17.220000,27.055652,1.504252
17.230000,27.083043,1.504125
17.240000,27.110435,1.503998
17.250000,27.137826,1.503870
17.260000,27.165217,1.503742
17.270000,27.192609,1.503615
17.280000,27.220000,1.503488
17.290000,27.247391,1.503236
17.300000,27.274783,1.503112
17.310000,27.302174,1.502988
17.320000,27.329565,1.502863
17.330000,27.356957,1.502739
17.340000,27.384348,1.502615
17.350000,27.411739,1.502491
17.360000,27.439130,1.502367
17.370000,27.466522,1.502242
17.380000,27.493913,1.502118
17.390000,27.521304,1.501994
17.400000,27.548696,1.501870
17.410000,27.576087,1.501746
17.420000,27.603478,1.501622
17.430000,27.630870,1.501497
17.440000,27.658261,1.501373
17.450000,27.685652,1.501249
17.460000,27.713043,1.501125
17.470000,27.740435,1.501001
17.480000,27.767826,1.500877
17.490000,27.795217,1.500752
17.500000,27.822609,1.500628
17.510000,27.850000,1.500504
17.520000,27.877551,1.500270
17.530000,27.905102,1.500161
17.540000,27.932653,1.500051
17.550000,27.960204,1.499942
17.560000,27.987755,1.499832
17.570000,28.015306,1.499722
17.580000,28.042857,1.499613
17.590000,28.070408,1.499503
17.600000,28.097959,1.499394
17.610000,28.125510,1.499284
17.620000,28.153061,1.499174
17.630000,28.180612,1.499065
17.640000,28.208163,1.498955
17.650000,28.235714,1.498846
17.660000,28.263265,1.498736
17.670000,28.290816,1.498626
17.680000,28.318367,1.498517
17.690000,28.345918,1.498407
17.700000,28.373469,1.498298
17.710000,28.401020,1.498188
17.720000,28.428571,1.498078
17.730000,28.456122,1.497969
17.740000,28.483673,1.497859
17.750000,28.511224,1.497750
17.760000,28.538776,1.497731
17.770000,28.566327,1.497822
17.780000,28.593878,1.497913
17.790000,28.621429,1.498005
17.800000,28.648980,1.498096
17.810000,28.676531,1.498187
17.820000,28.704082,1.498278
17.830000,28.731633,1.498369
17.840000,28.759184,1.498460
17.850000,28.786735,1.498552
17.860000,28.814286,1.498643
17.870000,28.841837,1.498734
17.880000,28.869388,1.498825
17.890000,28.896939,1.498916
17.900000,28.924490,1.499007
17.910000,28.952041,1.499098
17.920000,28.979592,1.499190
17.930000,29.007143,1.499281
17.940000,29.034694,1.499372
17.950000,29.062245,1.499463
17.960000,29.089796,1.499554
17.970000,29.117347,1.499645
17.980000,29.144898,1.499737
17.990000,29.172449,1.499828
18.000000,29.200000,1.499919
18.010000,29.227885,1.500040
18.020000,29.255769,1.500071
18.030000,29.283654,1.500101
18.040000,29.311538,1.500132
18.050000,29.339423,1.500162
18.060000,29.367308,1.500192
18.070000,29.395192,1.500223
18.080000,29.423077,1.500253
18.090000,29.450962,1.500283
18.100000,29.478846,1.500314
18.110000,29.506731,1.500344
18.120000,29.534615,1.500375
18.130000,29.562500,1.500405
18.140000,29.590385,1.500435
18.150000,29.618269,1.500466
18.160000,29.646154,1.500496
18.170000,29.674038,1.500527
18.180000,29.701923,1.500557
18.190000,29.729808,1.500587
18.200000,29.757692,1.500618
18.210000,29.785577,1.500648
18.220000,29.813462,1.500678
18.230000,29.841346,1.500709
18.240000,29.869231,1.500739
18.250000,29.897115,1.500770
18.260000,29.925000,1.500530
18.270000,29.952885,1.500259
18.280000,29.980769,1.499989
18.290000,30.008654,1.499719
18.300000,30.036538,1.499448
18.310000,30.064423,1.499178
18.320000,30.092308,1.498907
18.330000,30.120192,1.498637
18.340000,30.148077,1.498367
18.350000,30.175962,1.498096
18.360000,30.203846,1.497826
18.370000,30.231731,1.497556
18.380000,30.259615,1.497285
18.390000,30.287500,1.497015
18.400000,30.315385,1.496744
18.410000,30.343269,1.496474
18.420000,30.371154,1.496204
18.430000,30.399038,1.495933
18.440000,30.426923,1.495663
18.450000,30.454808,1.495393
18.460000,30.482692,1.495122
18.470000,30.510577,1.494852
18.480000,30.538462,1.494581
18.490000,30.566346,1.494311
18.500000,30.594231,1.494041
18.510000,30.622115,1.493770
18.520000,30.650000,1.493384
18.530000,30.678704,1.493268
18.540000,30.707407,1.493152
18.550000,30.736111,1.493036
18.560000,30.764815,1.492920
18.570000,30.793519,1.492804
18.580000,30.822222,1.492688
18.590000,30.850926,1.492571
18.600000,30.879630,1.492455
18.610000,30.908333,1.492339
18.620000,30.937037,1.492223
18.630000,30.965741,1.492107
18.640000,30.994444,1.491991
18.650000,31.023148,1.491875
18.660000,31.051852,1.491759
18.670000,31.080556,1.491643
18.680000,31.109259,1.491527
18.690000,31.137963,1.491411
18.700000,31.166667,1.491295
18.710000,31.195370,1.491179
18.720000,31.224074,1.491062
18.730000,31.252778,1.490946
18.740000,31.281481,1.490830
18.750000,31.310185,1.490714
18.760000,31.338889,1.490598
18.770000,31.367593,1.490482
18.780000,31.396296,1.490366
18.790000,31.425000,1.490329
18.800000,31.453704,1.490408
18.810000,31.482407,1.490487
18.820000,31.511111,1.490566
18.830000,31.539815,1.490645
18.840000,31.568519,1.490724
18.850000,31.597222,1.490803
18.860000,31.625926,1.490882
18.870000,31.654630,1.490961
18.880000,31.683333,1.491040
18.890000,31.712037,1.491119
18.900000,31.740741,1.491198
18.910000,31.769444,1.491277
18.920000,31.798148,1.491356
18.930000,31.826852,1.491434
18.940000,31.855556,1.491513
18.950000,31.884259,1.491592
18.960000,31.912963,1.491671
18.970000,31.941667,1.491750
